smiles zinc_id ortholog_name gene_name affinity chembldocid title reference.pubmed_id reference.doi reference.chembl_id
COc1ccc(C#CCOc2ccccc2C(=O)O)cc1Cc1cnc(N)nc1N ZINC000003641192 DYR_RAT DHFR 5.21 17495 None 12699390 None CHEMBL1136782
COc1ccc(C#CCOc2ccccc2C(=O)O)cc1Cc1cnc(N)nc1N ZINC000003641192 DYR_RAT DHFR 5.21 17739 None 14998335 None CHEMBL1149100
COc1ccc(CCCCCCC(=O)O)cc1Cc1cnc(N)nc1N ZINC000003641200 DYR_RAT DHFR 5.34 17495 None 12699390 None CHEMBL1136782
COc1ccc(CCCCCCC(=O)O)cc1Cc1cnc(N)nc1N ZINC000003641200 DYR_RAT DHFR 5.34 17739 None 14998335 None CHEMBL1149100
COc1ccc(CCCCCC(=O)O)cc1Cc1cnc(N)nc1N ZINC000003641204 DYR_RAT DHFR 5.39 17495 None 12699390 None CHEMBL1136782
COc1ccc(CCCCC(=O)O)cc1Cc1cnc(N)nc1N ZINC000003641207 DYR_RAT DHFR 5.49 17495 None 12699390 None CHEMBL1136782
COc1ccc(C#CCCCC(=O)O)cc1Cc1cnc(N)nc1N ZINC000003641214 DYR_RAT DHFR 5.66 17495 None 12699390 None CHEMBL1136782
COc1ccc(C#CCCCC(=O)O)cc1Cc1cnc(N)nc1N ZINC000003641214 DYR_RAT DHFR 5.66 6766 None 15026078 None CHEMBL1147507
COc1ccc(C#CCCC(=O)O)cc1Cc1cnc(N)nc1N ZINC000003641217 DYR_RAT DHFR 5.4 17495 None 12699390 None CHEMBL1136782
CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccccc2)c([N+](=O)[O-])c1 ZINC000003777839 DYR_RAT DHFR 8 9941 None 2810335 None CHEMBL1124368
CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccccc2)c([N+](=O)[O-])c1 ZINC000003777839 DYR_RAT DHFR 8.49 13977 None 9191966 None CHEMBL1130062
CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccccc2)c([N+](=O)[O-])c1 ZINC000003777839 DYR_RAT DHFR 8.49 14097 None 9301666 None CHEMBL1130351
CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccccc2)c([N+](=O)[O-])c1 ZINC000003777839 DYR_RAT DHFR 8.05 11289 None 1613754 None CHEMBL1126085
CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(Cl)c(Cl)c2)c([N+](=O)[O-])c1 ZINC000003787617 DYR_RAT DHFR 8.1 21032 None 15267250 None CHEMBL1138668
CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccc(C(=O)NC)cc2)c([N+](=O)[O-])c1 ZINC000003807236 DYR_RAT DHFR 8.17 14097 None 9301666 None CHEMBL1130351
COc1ccccc1C[C@@H]1CCc2nc(N)nc(N)c2C1 ZINC000003807243 DYR_RAT DHFR 6.92 15354 None 10090784 None CHEMBL1132605
Nc1nc(N)c2cc(CNc3ccccc3)ccc2n1 ZINC000003814839 DYR_RAT DHFR 6.36 16025 None 11448221 None CHEMBL1134533
Nc1nc(N)c2cc(CNc3ccccc3)ccc2n1 ZINC000003814839 DYR_RAT DHFR 6.36 17126 None 12877583 None CHEMBL1145863
CN(Cc1ccc2nc(N)nc(N)c2c1)c1ccccc1 ZINC000003814840 DYR_RAT DHFR 7.16 16025 None 11448221 None CHEMBL1134533
CN(Cc1ccc2nc(N)nc(N)c2c1)c1ccccc1 ZINC000003814840 DYR_RAT DHFR 7.16 17126 None 12877583 None CHEMBL1145863
Nc1nc(N)c2cc(C(=O)OCc3ccccc3)ccc2n1 ZINC000003814841 DYR_RAT DHFR 6.38 16025 None 11448221 None CHEMBL1134533
Nc1nc(N)c2cc(C(=O)OCc3ccccc3)ccc2n1 ZINC000003814841 DYR_RAT DHFR 6.38 17126 None 12877583 None CHEMBL1145863
Cc1c(COC(=O)c2ccccc2)cnc2nc(N)nc(N)c12 ZINC000003814842 DYR_RAT DHFR 6.64 16025 None 11448221 None CHEMBL1134533
Cc1c(COC(=O)c2ccccc2)cnc2nc(N)nc(N)c12 ZINC000003814842 DYR_RAT DHFR 6.64 17126 None 12877583 None CHEMBL1145863
COc1ccc(OC)c(C(=O)OCc2ccc3nc(N)nc(N)c3c2)c1 ZINC000003814844 DYR_RAT DHFR 6.38 16025 None 11448221 None CHEMBL1134533
COc1ccc(C(=O)OCc2ccc3nc(N)nc(N)c3c2)c(OC)c1OC ZINC000003814845 DYR_RAT DHFR 6.3 16025 None 11448221 None CHEMBL1134533
COc1cc(OC)cc(C(=O)OCc2ccc3nc(N)nc(N)c3c2)c1 ZINC000003814846 DYR_RAT DHFR 6.46 16025 None 11448221 None CHEMBL1134533
Nc1nc(N)c2nc(CN3c4ccccc4Cc4ccccc43)cnc2n1 ZINC000003814848 DYR_RAT DHFR 7.57 15238 None 10579848 None CHEMBL1132186
Nc1nc(N)c2nc(CN3c4ccccc4Sc4ccccc43)cnc2n1 ZINC000003814849 DYR_RAT DHFR 6.7 15238 None 10579848 None CHEMBL1132186
COc1cc(N(C)Cc2ccc3nc(N)nc(N)c3c2Cl)cc(OC)c1OC ZINC000003814850 DYR_RAT DHFR 7.92 12673 None 7799402 None CHEMBL1127704
COc1cc(N(C)Cc2ccc3nc(N)nc(N)c3c2Cl)cc(OC)c1OC ZINC000003814850 DYR_RAT DHFR 7.92 12946 None 7629801 None CHEMBL1128717
COc1ccc(OC)c(CNc2ccc3nc(N)nc(N)c3c2Cl)c1 ZINC000003814851 DYR_RAT DHFR 7.55 12673 None 7799402 None CHEMBL1127704
COc1cc(CNc2ccc3nc(N)nc(N)c3c2Cl)cc(OC)c1OC ZINC000003814852 DYR_RAT DHFR 8.22 12673 None 7799402 None CHEMBL1127704
COc1cc(CN(C)c2ccc3nc(N)nc(N)c3c2Cl)cc(OC)c1OC ZINC000003814853 DYR_RAT DHFR 7.42 12673 None 7799402 None CHEMBL1127704
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)c(Cl)c1 ZINC000003814854 DYR_RAT DHFR 7.77 21537 None 15743188 None CHEMBL1145190
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)c(Cl)c1 ZINC000003814854 DYR_RAT DHFR 7.77 13896 None 8627607 None CHEMBL1129583
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)c(Cl)c1 ZINC000003814854 DYR_RAT DHFR 7.77 21537 None 15743188 None CHEMBL1145190
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)c(Cl)c1 ZINC000003814854 DYR_RAT DHFR 7.49 12946 None 7629801 None CHEMBL1128717
Cc1c(CN(C)c2ccc(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12 ZINC000003814855 DYR_RAT DHFR 7.38 12062 None 8230134 None CHEMBL1126886
Cc1c(CN(C)c2ccc(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12 ZINC000003814855 DYR_RAT DHFR 7.38 12946 None 7629801 None CHEMBL1128717
Cc1c(CN(C)c2ccc(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12 ZINC000003814855 DYR_RAT DHFR 7.38 14992 None 10395486 None CHEMBL1132261
Cc1c(CN(C)c2ccc(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12 ZINC000003814855 DYR_RAT DHFR 7.38 21537 None 15743188 None CHEMBL1145190
COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3c2Cl)c1 ZINC000003814856 DYR_RAT DHFR 7.36 12673 None 7799402 None CHEMBL1127704
COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3c2Cl)c1 ZINC000003814856 DYR_RAT DHFR 7.36 12946 None 7629801 None CHEMBL1128717
COc1cc(NCc2ccc3nc(N)nc(N)c3c2Cl)cc(OC)c1OC ZINC000003814857 DYR_RAT DHFR 8.23 12673 None 7799402 None CHEMBL1127704
COc1cc(NCc2ccc3nc(N)nc(N)c3c2Cl)cc(OC)c1OC ZINC000003814857 DYR_RAT DHFR 8.23 12946 None 7629801 None CHEMBL1128717
COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3n2)c1 ZINC000003814858 DYR_RAT DHFR 6.55 13896 None 8627607 None CHEMBL1129583
COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3n2)c1 ZINC000003814858 DYR_RAT DHFR 6.55 21537 None 15743188 None CHEMBL1145190
COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3n2)c1 ZINC000003814858 DYR_RAT DHFR 6.55 21537 None 15743188 None CHEMBL1145190
COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3n2)c1 ZINC000003814858 DYR_RAT DHFR 6.37 12946 None 7629801 None CHEMBL1128717
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)cc1 ZINC000003814859 DYR_RAT DHFR 7.66 12946 None 7629801 None CHEMBL1128717
CN(Cc1ccc2nc(N)nc(N)c2n1)c1cccc(Cl)c1 ZINC000003814860 DYR_RAT DHFR 7.17 12946 None 7629801 None CHEMBL1128717
CN(Cc1ccc2nc(N)nc(N)c2n1)c1cccc(Cl)c1 ZINC000003814860 DYR_RAT DHFR 7.17 13896 None 8627607 None CHEMBL1129583
Nc1nc(N)c2cc(NCc3cccc4ccccc34)ccc2n1 ZINC000003814861 DYR_RAT DHFR 6.72 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2cc(NCc3cccc4ccccc34)ccc2n1 ZINC000003814861 DYR_RAT DHFR 6.72 21537 None 15743188 None CHEMBL1145190
COc1cc(CN(C)c2ccc3nc(N)nc(N)c3c2)cc(OC)c1 ZINC000003814863 DYR_RAT DHFR 8.09 14570 None 9719595 None CHEMBL1131583
COc1cc(CN(C)c2ccc3nc(N)nc(N)c3c2)cc(OC)c1 ZINC000003814863 DYR_RAT DHFR 8.09 21537 None 15743188 None CHEMBL1145190
COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1 ZINC000003814864 DYR_RAT DHFR 7.37 14570 None 9719595 None CHEMBL1131583
COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1 ZINC000003814864 DYR_RAT DHFR 7.37 21537 None 15743188 None CHEMBL1145190
COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1 ZINC000003814864 DYR_RAT DHFR 7.37 21537 None 15743188 None CHEMBL1145190
COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1OC ZINC000003814865 DYR_RAT DHFR 7.72 14570 None 9719595 None CHEMBL1131583
COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1OC ZINC000003814865 DYR_RAT DHFR 7.72 21537 None 15743188 None CHEMBL1145190
COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1OC ZINC000003814865 DYR_RAT DHFR 7.72 21537 None 15743188 None CHEMBL1145190
CN(Cc1cccc2ccccc12)c1ccc2nc(N)nc(N)c2c1 ZINC000003814866 DYR_RAT DHFR 7.77 21537 None 15743188 None CHEMBL1145190
CN(Cc1cccc2ccccc12)c1ccc2nc(N)nc(N)c2c1 ZINC000003814866 DYR_RAT DHFR 7.77 21537 None 15743188 None CHEMBL1145190
COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1 ZINC000003814867 DYR_RAT DHFR 6.08 14570 None 9719595 None CHEMBL1131583
COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1 ZINC000003814867 DYR_RAT DHFR 6.08 21537 None 15743188 None CHEMBL1145190
COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1 ZINC000003814867 DYR_RAT DHFR 6.08 21537 None 15743188 None CHEMBL1145190
COc1cc(NC[C@H]2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC ZINC000003814875 DYR_RAT DHFR 6.54 13058 None 7658454 None CHEMBL1128550
COc1cc(NC[C@H]2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC ZINC000003814875 DYR_RAT DHFR 6.54 15354 None 10090784 None CHEMBL1132605
COc1cc(NC[C@H]2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC ZINC000003814875 DYR_RAT DHFR 6.54 21537 None 15743188 None CHEMBL1145190
CN(C[C@H]1CCc2nc(N)nc(N)c2C1)c1ccc(Cl)c(Cl)c1 ZINC000003814876 DYR_RAT DHFR 7.47 13058 None 7658454 None CHEMBL1128550
CN(C[C@H]1CCc2nc(N)nc(N)c2C1)c1ccc(Cl)c(Cl)c1 ZINC000003814876 DYR_RAT DHFR 7.47 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](CNc1cc(Cl)ccc1Cl)C2 ZINC000003814877 DYR_RAT DHFR 6.62 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](CNc1cc(Cl)ccc1Cl)C2 ZINC000003814877 DYR_RAT DHFR 6.62 13058 None 7658454 None CHEMBL1128550
Nc1nc(N)c2c(n1)CC[C@H](CNc1cc(Cl)ccc1Cl)C2 ZINC000003814877 DYR_RAT DHFR 6.62 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](CNc1c(Cl)cccc1Cl)C2 ZINC000003814878 DYR_RAT DHFR 6.96 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](CNc1c(Cl)cccc1Cl)C2 ZINC000003814878 DYR_RAT DHFR 6.96 13058 None 7658454 None CHEMBL1128550
Nc1nc(N)c2c(n1)CC[C@H](CNc1c(Cl)cccc1Cl)C2 ZINC000003814878 DYR_RAT DHFR 6.96 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(Cl)cc1)C2 ZINC000003814879 DYR_RAT DHFR 6.89 13058 None 7658454 None CHEMBL1128550
CN(C[C@H]1CCc2nc(N)nc(N)c2C1)c1ccc(Cl)cc1 ZINC000003814880 DYR_RAT DHFR 7.17 13058 None 7658454 None CHEMBL1128550
CN(C[C@H]1CCc2nc(N)nc(N)c2C1)c1ccc(Cl)cc1 ZINC000003814880 DYR_RAT DHFR 7.17 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](CNc1cccc(Br)c1)C2 ZINC000003814881 DYR_RAT DHFR 6.64 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](CNc1cccc(Br)c1)C2 ZINC000003814881 DYR_RAT DHFR 6.64 13058 None 7658454 None CHEMBL1128550
Nc1nc(N)c2c(n1)CC[C@H](CNc1cccc(Br)c1)C2 ZINC000003814881 DYR_RAT DHFR 6.64 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](CNc1cccc3ccccc13)C2 ZINC000003814882 DYR_RAT DHFR 6.86 13058 None 7658454 None CHEMBL1128550
Nc1nc(N)c2c(n1)CC[C@H](CNc1cccc3ccccc13)C2 ZINC000003814882 DYR_RAT DHFR 6.86 21537 None 15743188 None CHEMBL1145190
COc1cc(N(C)C[C@H]2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC ZINC000003814883 DYR_RAT DHFR 7.42 13058 None 7658454 None CHEMBL1128550
COc1cc(N(C)C[C@H]2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC ZINC000003814883 DYR_RAT DHFR 7.42 21537 None 15743188 None CHEMBL1145190
COc1cc(N(C)C[C@H]2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC ZINC000003814883 DYR_RAT DHFR 7.33 21537 None 15743188 None CHEMBL1145190
CN(C[C@H]1CCc2nc(N)nc(N)c2C1)c1cccc2ccccc12 ZINC000003814884 DYR_RAT DHFR 6.8 21537 None 15743188 None CHEMBL1145190
CN(C[C@H]1CCc2nc(N)nc(N)c2C1)c1cccc2ccccc12 ZINC000003814884 DYR_RAT DHFR 7.33 13058 None 7658454 None CHEMBL1128550
CN(C[C@H]1CCc2nc(N)nc(N)c2C1)c1cccc2ccccc12 ZINC000003814884 DYR_RAT DHFR 7.33 21537 None 15743188 None CHEMBL1145190
COc1ccc(OC)c(NC[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814886 DYR_RAT DHFR 6.25 13058 None 7658454 None CHEMBL1128550
COc1ccc(OC)c(NC[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814886 DYR_RAT DHFR 6.25 15354 None 10090784 None CHEMBL1132605
COc1ccc(OC)c(NC[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814886 DYR_RAT DHFR 6.25 21537 None 15743188 None CHEMBL1145190
COc1ccc(OC)c(NC[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814886 DYR_RAT DHFR 6.25 21537 None 15743188 None CHEMBL1145190
COc1ccc(OC)c(N(C)C[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814887 DYR_RAT DHFR 6.59 13058 None 7658454 None CHEMBL1128550
COc1ccc(OC)c(N(C)C[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814887 DYR_RAT DHFR 6.59 21537 None 15743188 None CHEMBL1145190
COc1ccc(OC)c(N(C)C[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814887 DYR_RAT DHFR 6.58 21537 None 15743188 None CHEMBL1145190
CCN(C[C@H]1CCc2nc(N)nc(N)c2C1)c1cc(OC)ccc1OC ZINC000003814888 DYR_RAT DHFR 7.15 13058 None 7658454 None CHEMBL1128550
CCN(C[C@H]1CCc2nc(N)nc(N)c2C1)c1cc(OC)ccc1OC ZINC000003814888 DYR_RAT DHFR 7.15 21537 None 15743188 None CHEMBL1145190
CCN(C[C@H]1CCc2nc(N)nc(N)c2C1)c1cc(OC)ccc1OC ZINC000003814888 DYR_RAT DHFR 7.15 21537 None 15743188 None CHEMBL1145190
CCOc1ccc(OCC)c(N(C)C[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814889 DYR_RAT DHFR 6.94 13058 None 7658454 None CHEMBL1128550
CCOc1ccc(OCC)c(N(C)C[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814889 DYR_RAT DHFR 6.94 21537 None 15743188 None CHEMBL1145190
CCOc1ccc(OCC)c(N(C)C[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814889 DYR_RAT DHFR 6.94 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(Cl)c(Cl)c1)C2 ZINC000003814890 DYR_RAT DHFR 6.82 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(Cl)c(Cl)c1)C2 ZINC000003814890 DYR_RAT DHFR 6.82 13058 None 7658454 None CHEMBL1128550
Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(Cl)c(Cl)c1)C2 ZINC000003814890 DYR_RAT DHFR 6.82 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2c(n1)CC[C@H](Cc1ccccc1)C2 ZINC000003814891 DYR_RAT DHFR 6.74 15354 None 10090784 None CHEMBL1132605
Cc1ccccc1C[C@H]1CCc2nc(N)nc(N)c2C1 ZINC000003814892 DYR_RAT DHFR 6.96 15354 None 10090784 None CHEMBL1132605
Cc1cccc(C[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814893 DYR_RAT DHFR 6.96 15354 None 10090784 None CHEMBL1132605
COc1cccc(C[C@H]2CCc3nc(N)nc(N)c3C2)c1 ZINC000003814895 DYR_RAT DHFR 6.96 15354 None 10090784 None CHEMBL1132605
COc1ccc(C[C@H]2CCc3nc(N)nc(N)c3C2)cc1 ZINC000003814896 DYR_RAT DHFR 7.11 15354 None 10090784 None CHEMBL1132605
Nc1nc(N)c2c(n1)CC[C@H](Cc1cccc(C(F)(F)F)c1)C2 ZINC000003814897 DYR_RAT DHFR 6.72 15354 None 10090784 None CHEMBL1132605
Nc1nc(N)c2c(n1)CC[C@H](Cc1cccc(OC(F)(F)F)c1)C2 ZINC000003814898 DYR_RAT DHFR 7.1 15354 None 10090784 None CHEMBL1132605
Nc1nc(N)c2c(n1)CC[C@H](Cc1ccc(OC(F)(F)F)cc1)C2 ZINC000003814899 DYR_RAT DHFR 6.77 15354 None 10090784 None CHEMBL1132605
CC(C)(C)[C@H]1CCc2nc(N)nc(N)c2C1 ZINC000003814902 DYR_RAT DHFR 7.19 15354 None 10090784 None CHEMBL1132605
COc1ccc(NCc2ccc3nc(N)nc(N)c3n2)cc1 ZINC000003814903 DYR_RAT DHFR 7.14 13896 None 8627607 None CHEMBL1129583
COc1ccc(NCc2ccc3nc(N)nc(N)c3n2)cc1 ZINC000003814903 DYR_RAT DHFR 7.14 21537 None 15743188 None CHEMBL1145190
COc1ccc(N(C)Cc2ccc3nc(N)nc(N)c3n2)cc1 ZINC000003814904 DYR_RAT DHFR 7.74 13896 None 8627607 None CHEMBL1129583
COc1ccc(N(C)Cc2ccc3nc(N)nc(N)c3n2)cc1 ZINC000003814904 DYR_RAT DHFR 7.74 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CNc3ccccc3Cl)ccc2n1 ZINC000003814905 DYR_RAT DHFR 6.85 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CNc3ccccc3Cl)ccc2n1 ZINC000003814905 DYR_RAT DHFR 6.85 13896 None 8627607 None CHEMBL1129583
Nc1nc(N)c2nc(CNc3ccccc3Cl)ccc2n1 ZINC000003814905 DYR_RAT DHFR 6.85 21537 None 15743188 None CHEMBL1145190
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccccc1Cl ZINC000003814906 DYR_RAT DHFR 6.92 13896 None 8627607 None CHEMBL1129583
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccccc1Cl ZINC000003814906 DYR_RAT DHFR 6.92 21537 None 15743188 None CHEMBL1145190
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccccc1Cl ZINC000003814906 DYR_RAT DHFR 6.92 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CNc3cccc(Cl)c3)ccc2n1 ZINC000003814907 DYR_RAT DHFR 6.85 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CNc3cccc(Cl)c3)ccc2n1 ZINC000003814907 DYR_RAT DHFR 6.85 13896 None 8627607 None CHEMBL1129583
Nc1nc(N)c2nc(CNc3cccc(Cl)c3)ccc2n1 ZINC000003814907 DYR_RAT DHFR 6.85 21537 None 15743188 None CHEMBL1145190
COc1ccc(NCc2ccc3nc(N)nc(N)c3n2)c(OC)c1 ZINC000003814908 DYR_RAT DHFR 6.49 21537 None 15743188 None CHEMBL1145190
COc1ccc(NCc2ccc3nc(N)nc(N)c3n2)c(OC)c1 ZINC000003814908 DYR_RAT DHFR 6.49 13896 None 8627607 None CHEMBL1129583
COc1ccc(NCc2ccc3nc(N)nc(N)c3n2)c(OC)c1 ZINC000003814908 DYR_RAT DHFR 6.49 21537 None 15743188 None CHEMBL1145190
COc1ccc(N(C)Cc2ccc3nc(N)nc(N)c3n2)c(OC)c1 ZINC000003814909 DYR_RAT DHFR 7.8 13896 None 8627607 None CHEMBL1129583
COc1ccc(N(C)Cc2ccc3nc(N)nc(N)c3n2)c(OC)c1 ZINC000003814909 DYR_RAT DHFR 7.8 21537 None 15743188 None CHEMBL1145190
COc1ccc(OC)c(N(C)Cc2ccc3nc(N)nc(N)c3n2)c1 ZINC000003814910 DYR_RAT DHFR 7.3 13896 None 8627607 None CHEMBL1129583
COc1ccc(OC)c(N(C)Cc2ccc3nc(N)nc(N)c3n2)c1 ZINC000003814910 DYR_RAT DHFR 7.3 21537 None 15743188 None CHEMBL1145190
COc1ccc(NCc2ccc3nc(N)nc(N)c3n2)cc1OC ZINC000003814911 DYR_RAT DHFR 7.22 13896 None 8627607 None CHEMBL1129583
COc1ccc(NCc2ccc3nc(N)nc(N)c3n2)cc1OC ZINC000003814911 DYR_RAT DHFR 7.22 21537 None 15743188 None CHEMBL1145190
COc1ccc(NCc2ccc3nc(N)nc(N)c3n2)cc1OC ZINC000003814911 DYR_RAT DHFR 7.22 21537 None 15743188 None CHEMBL1145190
COc1ccc(N(C)Cc2ccc3nc(N)nc(N)c3n2)cc1OC ZINC000003814912 DYR_RAT DHFR 8.57 13896 None 8627607 None CHEMBL1129583
COc1ccc(N(C)Cc2ccc3nc(N)nc(N)c3n2)cc1OC ZINC000003814912 DYR_RAT DHFR 8.57 21537 None 15743188 None CHEMBL1145190
COc1ccc(N(C)Cc2ccc3nc(N)nc(N)c3n2)cc1OC ZINC000003814912 DYR_RAT DHFR 6.57 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CNc3ccc(Cl)cc3Cl)ccc2n1 ZINC000003814913 DYR_RAT DHFR 7.06 13896 None 8627607 None CHEMBL1129583
Nc1nc(N)c2nc(CNc3ccc(Cl)cc3Cl)ccc2n1 ZINC000003814913 DYR_RAT DHFR 7.06 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CNc3ccc(Cl)cc3Cl)ccc2n1 ZINC000003814913 DYR_RAT DHFR 7.06 21537 None 15743188 None CHEMBL1145190
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)cc1Cl ZINC000003814914 DYR_RAT DHFR 7.24 21537 None 15743188 None CHEMBL1145190
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)cc1Cl ZINC000003814914 DYR_RAT DHFR 7.24 13896 None 8627607 None CHEMBL1129583
CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)cc1Cl ZINC000003814914 DYR_RAT DHFR 7.24 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CNc3cc(Cl)ccc3Cl)ccc2n1 ZINC000003814915 DYR_RAT DHFR 6.7 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CNc3cc(Cl)ccc3Cl)ccc2n1 ZINC000003814915 DYR_RAT DHFR 6.7 13896 None 8627607 None CHEMBL1129583
Nc1nc(N)c2nc(CNc3cc(Cl)ccc3Cl)ccc2n1 ZINC000003814915 DYR_RAT DHFR 6.7 21537 None 15743188 None CHEMBL1145190
CN(Cc1ccc2nc(N)nc(N)c2n1)c1cc(Cl)ccc1Cl ZINC000003814916 DYR_RAT DHFR 7.33 21537 None 15743188 None CHEMBL1145190
CN(Cc1ccc2nc(N)nc(N)c2n1)c1cc(Cl)ccc1Cl ZINC000003814916 DYR_RAT DHFR 7.33 13896 None 8627607 None CHEMBL1129583
CN(Cc1ccc2nc(N)nc(N)c2n1)c1cc(Cl)ccc1Cl ZINC000003814916 DYR_RAT DHFR 7.33 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CNc3ccc(Cl)c(Cl)c3)ccc2n1 ZINC000003814917 DYR_RAT DHFR 7.27 13896 None 8627607 None CHEMBL1129583
Nc1nc(N)c2nc(CNc3ccc(Cl)c(Cl)c3)ccc2n1 ZINC000003814917 DYR_RAT DHFR 7.27 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CSc3ccccc3)ccc2n1 ZINC000003814918 DYR_RAT DHFR 6.28 13896 None 8627607 None CHEMBL1129583
Nc1nc(N)c2nc(CSc3ccccc3)ccc2n1 ZINC000003814918 DYR_RAT DHFR 6.28 21537 None 15743188 None CHEMBL1145190
Nc1nc(N)c2nc(CSc3cccc4ccccc34)ccc2n1 ZINC000003814919 DYR_RAT DHFR 6.8 13896 None 8627607 None CHEMBL1129583
Nc1nc(N)c2nc(CSc3cccc4ccccc34)ccc2n1 ZINC000003814919 DYR_RAT DHFR 6.8 21537 None 15743188 None CHEMBL1145190
