molecule_zinc_id,molecule_chembl_id,smiles_clean,pKi_mean_value,pKi_last_value,pKi_first_value,target_organism
ZINC000096269960,CHEMBL73640,CN(c1ccc([N+](=O)[O-])cc1)c1cnc2nc(N)nc(N)c2c1,6.47,6.47,6.47,Homo sapiens
ZINC000096269961,CHEMBL73640,Cc1ccc(N(C)c2cnc3nc(N)nc(N)c3c2)cc1,7.49,7.49,7.49,Homo sapiens
ZINC000096269962,CHEMBL73640,COc1cc(N(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,8.34,8.34,8.34,Homo sapiens
ZINC000096269963,CHEMBL73640,COc1ccc(OC)c(N(C)c2cnc3nc(N)nc(N)c3c2)c1,8.33,8.33,8.33,Homo sapiens
ZINC000096269964,CHEMBL73640,COc1ccccc1N(C)c1cnc2nc(N)nc(N)c2c1,7.85,7.85,7.85,Homo sapiens
ZINC000096269965,CHEMBL73640,COc1ccc(N(C)c2cnc3nc(N)nc(N)c3c2)cc1,7.92,7.92,7.92,Homo sapiens
ZINC000096269966,CHEMBL73640,Nc1nc(N)c2cc(Nc3cc(F)c(F)c(F)c3)cnc2n1,5.51,5.51,5.51,Homo sapiens
ZINC000096269967,CHEMBL73640,Nc1nc(N)c2cc(Nc3cc(F)ccc3F)cnc2n1,6.35,6.35,6.35,Homo sapiens
ZINC000096269968,CHEMBL73640,Nc1nc(N)c2cc(Nc3cccc4ccccc34)cnc2n1,5.68,5.68,5.68,Homo sapiens
ZINC000096269969,CHEMBL73640,Nc1nc(N)c2cc(Nc3ccc([N+](=O)[O-])cc3)cnc2n1,5.14,5.14,5.14,Homo sapiens
ZINC000096269970,CHEMBL73640,Nc1nc(N)c2cc(Nc3ccc4ccccc4c3)cnc2n1,5.66,5.66,5.66,Homo sapiens
ZINC000096269971,CHEMBL73640,CC(C)c1ccc(Nc2cnc3nc(N)nc(N)c3c2)cc1,5.23,5.23,5.23,Homo sapiens
ZINC000096269972,CHEMBL73640,Cc1ccc(Nc2cnc3nc(N)nc(N)c3c2)cc1,5.68,5.68,5.68,Homo sapiens
ZINC000096269973,CHEMBL73640,COc1cc(Nc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,5.41,5.41,5.41,Homo sapiens
ZINC000096269974,CHEMBL73640,COc1ccc(OC)c(Nc2cnc3nc(N)nc(N)c3c2)c1,6.0,6.0,6.0,Homo sapiens
ZINC000096269975,CHEMBL73640,COc1ccccc1Nc1cnc2nc(N)nc(N)c2c1,6.6,6.6,6.6,Homo sapiens
ZINC000096269976,CHEMBL73640,COc1ccc(Nc2cnc3nc(N)nc(N)c3c2)cc1,5.44,5.44,5.44,Homo sapiens
ZINC000096269977,CHEMBL73640,Nc1nc(N)c2cc(Nc3ccccc3)cnc2n1,6.72,6.72,6.72,Homo sapiens
ZINC000096270826,CHEMBL73816,Nc1nc(N)c2cc(CSC(=S)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)ccc2n1,5.79,5.79,5.79,Homo sapiens
ZINC000096270827,CHEMBL73816,Nc1nc(N)c2cc(CSC(=S)N3CCN(c4ccc(F)cc4)CC3)ccc2n1,5.68,5.68,5.68,Homo sapiens
ZINC000096270828,CHEMBL73816,COc1ccc(N2CCN(C(=S)SCc3ccc4nc(N)nc(N)c4c3)CC2)cc1,5.22,5.22,5.22,Homo sapiens
ZINC000098084773,CHEMBL69872,CC(=O)C1=C(C)N=C(SCCC(=O)O)N[C@H]1c1ccccc1,8.89,8.89,8.89,Homo sapiens
ZINC000098084774,CHEMBL69872,CC(=O)C1=C(C)N=C(SCCC(=O)O)N[C@@H]1c1ccccc1,8.89,8.89,8.89,Homo sapiens
ZINC000098084775,CHEMBL69872,CC(=O)C1=C(C)N=C(SCCC(=O)O)N[C@H]1c1cccc(O)c1,7.03,7.03,7.03,Homo sapiens
ZINC000098084776,CHEMBL69872,CC(=O)C1=C(C)N=C(SCCC(=O)O)N[C@@H]1c1cccc(O)c1,7.03,7.03,7.03,Homo sapiens
ZINC000098084777,CHEMBL69872,CCOC(=O)C1=C(C)N=C(SCCC(=O)O)N[C@@H]1c1ccccc1OC,8.05,8.05,8.05,Homo sapiens
ZINC000098084778,CHEMBL69872,CCOC(=O)C1=C(C)N=C(SCCC(=O)O)N[C@H]1c1ccccc1OC,8.05,8.05,8.05,Homo sapiens
ZINC000098207953,CHEMBL77117,COc1cc2nc(-c3nccs3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1OC,6.07,6.07,6.07,Homo sapiens
ZINC000098208038,CHEMBL77117,Cc1cc2nc(-c3cscn3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.96,5.96,5.96,Homo sapiens
ZINC000103247264,CHEMBL77117,COc1cc2nc(-c3ccco3)n(-c3cc4nc(N)nc(N)c4cc3Cl)c2cc1OC,6.21,6.21,6.21,Homo sapiens
ZINC000103247268,CHEMBL77117,COc1cc2nc(-c3ccccn3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1OC,6.08,6.08,6.08,Homo sapiens
ZINC000103247274,CHEMBL77117,Cc1cc2nc(-c3ccccn3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.24,6.24,6.24,Homo sapiens
ZINC000103247276,CHEMBL77117,Cc1cc2nc(-c3cccnc3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.81,5.81,5.81,Homo sapiens
ZINC000103247278,CHEMBL77117,Cc1cc2nc(-c3ccncc3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.36,6.36,6.36,Homo sapiens
ZINC000103247280,CHEMBL77117,COc1ccc(-c2nc3cc(C)c(C)cc3n2-c2ccc3c(N)nc(N)nc3c2)cc1,5.64,5.64,5.64,Homo sapiens
ZINC000103247282,CHEMBL77117,Cc1cc2nc(C3CC3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.93,5.93,5.93,Homo sapiens
ZINC000103247284,CHEMBL77117,Cc1cc2nc(N3CCOCC3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.96,5.96,5.96,Homo sapiens
ZINC000103247290,CHEMBL77117,Cc1cc2nc([C@@H]3CCCO3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.13,6.13,6.13,Homo sapiens
ZINC000103247292,CHEMBL77117,Cc1cc2nc([C@H]3CCCO3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.13,6.13,6.13,Homo sapiens
ZINC000103249544,CHEMBL77117,Cc1cc2nc(-c3nccs3)n(-c3cc4nc(N)nc(N)c4cc3C)c2cc1C,8.54,8.54,8.54,Homo sapiens
ZINC000103249554,CHEMBL77117,COc1cc2nc(-c3nccs3)n(-c3cc4nc(N)nc(N)c4cc3C)c2cc1OC,6.77,6.77,6.77,Homo sapiens
ZINC000103249556,CHEMBL77117,COc1cc2nc(-c3nccs3)n(-c3cc4nc(N)nc(N)c4cc3Cl)c2cc1OC,6.49,6.49,6.49,Homo sapiens
ZINC000103249562,CHEMBL77117,Cc1cc2ncn(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.79,5.79,5.79,Homo sapiens
ZINC000103249567,CHEMBL77117,Cc1cc2nc(-c3ccco3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.03,6.03,6.03,Homo sapiens
ZINC000103249571,CHEMBL77117,Cc1cc2nc(-c3ccoc3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.14,6.14,6.14,Homo sapiens
ZINC000103249575,CHEMBL77117,Cc1cc2nc(-c3ccsc3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.18,6.18,6.18,Homo sapiens
ZINC000103249577,CHEMBL77117,Cc1cc2nc(-c3cncn3C)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.53,5.53,5.53,Homo sapiens
ZINC000103266315,CHEMBL77028,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)c(F)c1,5.3,5.3,5.3,Homo sapiens
ZINC000103266318,CHEMBL77028,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC)c(OC)c1,5.4,5.4,5.4,Homo sapiens
ZINC000103266320,CHEMBL77028,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1cc(OC)c(OC)c(OC)c1,5.22,5.22,5.22,Homo sapiens
ZINC000103266322,CHEMBL77028,CCOC(=O)Cc1ccc(N(CC)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1,5.52,5.52,5.52,Homo sapiens
ZINC000103266324,CHEMBL77028,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(C)cc1,5.22,5.22,5.22,Homo sapiens
ZINC000103266327,CHEMBL77028,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccccc1Cl,5.7,5.7,5.7,Homo sapiens
ZINC000103266329,CHEMBL77028,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)cc1,5.1,5.1,5.1,Homo sapiens
ZINC000103266332,CHEMBL77028,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC(F)(F)F)cc1,5.4,5.4,5.4,Homo sapiens
ZINC000103266334,CHEMBL77028,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)c(F)c1,5.1,5.1,5.1,Homo sapiens
ZINC000103266336,CHEMBL77028,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC)c(OC)c1,5.52,5.52,5.52,Homo sapiens
ZINC000103266341,CHEMBL77028,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(CC(=O)OCC)cc1,5.52,5.52,5.52,Homo sapiens
ZINC000103266343,CHEMBL77028,CN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(Cl)cc1,5.3,5.3,5.3,Homo sapiens
ZINC000103266345,CHEMBL77028,CN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)cc1,5.3,5.3,5.3,Homo sapiens
ZINC000103266348,CHEMBL77028,COc1ccc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1,5.52,5.52,5.52,Homo sapiens
ZINC000103266350,CHEMBL77028,CN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC(F)(F)F)cc1,5.52,5.52,5.52,Homo sapiens
ZINC000103266353,CHEMBL77028,CN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)c(F)c1,5.4,5.4,5.4,Homo sapiens
ZINC000103266357,CHEMBL77028,COc1ccc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1OC,5.1,5.1,5.1,Homo sapiens
ZINC000103266360,CHEMBL77028,COc1cc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc(OC)c1OC,5.3,5.3,5.3,Homo sapiens
ZINC000103266368,CHEMBL77028,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(C)cc1,5.4,5.4,5.4,Homo sapiens
ZINC000103266370,CHEMBL77028,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(Cl)cc1,5.52,5.52,5.52,Homo sapiens
ZINC000103266373,CHEMBL77028,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)cc1,5.52,5.52,5.52,Homo sapiens
ZINC000103266376,CHEMBL77028,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC)cc1,5.15,5.15,5.15,Homo sapiens
ZINC000103266380,CHEMBL77028,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC(F)(F)F)cc1,5.3,5.3,5.3,Homo sapiens
ZINC000103266384,CHEMBL77028,CCOC(=O)CC[C@H](NC(=O)c1ccc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1)C(=O)OCC,6.7,6.7,6.7,Homo sapiens
ZINC000103270101,CHEMBL90964,COc1ccc(/C=C2\CCCc3c2nc(C)nc3-c2ccc(OC)c(OC)c2)cc1OC,7.0,7.0,7.0,Homo sapiens
ZINC000103270103,CHEMBL90964,COc1cc(/C=C2\CCCc3c2nc(C)nc3-c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,6.3,6.3,6.3,Homo sapiens
ZINC000103275775,CHEMBL69872,CCOC(=O)C1=C(C)NC(S/C(=C\c2ccc(OC)cc2)C(=O)OCC)=N[C@@H]1c1ccccc1,8.0,8.0,8.0,Homo sapiens
ZINC000103275777,CHEMBL69872,CCOC(=O)C1=C(C)NC(S/C(=C\c2ccc(OC)cc2)C(=O)OCC)=N[C@H]1c1ccccc1,8.0,8.0,8.0,Homo sapiens
ZINC000103277065,CHEMBL69872,CCOC(=O)C1=C(C)N=C(SCC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)N[C@@H]1c1ccccc1,5.52,5.52,5.52,Homo sapiens
ZINC000103277067,CHEMBL69872,CCOC(=O)C1=C(C)N=C(SCC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)N[C@H]1c1ccccc1,5.52,5.52,5.52,Homo sapiens
ZINC000103277069,CHEMBL69872,CCOC(=O)CSC1=N[C@H](c2ccccc2OC)C(C(=O)OCC)=C(C)N1,5.14,5.14,5.14,Homo sapiens
ZINC000103277071,CHEMBL69872,CCOC(=O)CSC1=N[C@@H](c2ccccc2OC)C(C(=O)OCC)=C(C)N1,5.14,5.14,5.14,Homo sapiens
ZINC000103325353,CHEMBL49279,CC[C@H](C)/C(=C\c1coc2nc(=N)[nH]c(N)c12)c1ccccc1OC,5.51,5.06,5.96,Homo sapiens
ZINC000150605412,CHEMBL77028,CCOC(=O)CC[C@H](NC(=O)c1ccc(N(CC)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1)C(=O)OCC,5.4,5.4,5.4,Homo sapiens
ZINC000169294880,CHEMBL46340,Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Br)N2C[C@@H](Br)CBr,5.03,5.03,5.03,Homo sapiens
ZINC000169307121,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccccc2)cc1OC,6.76,6.76,6.76,Homo sapiens
ZINC000169307122,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccccc2)cc1OC,6.76,6.76,6.76,Homo sapiens
ZINC000169307123,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccncc2)cc1OC,6.9,6.9,6.9,Homo sapiens
ZINC000169307125,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccncc2)cc1OC,6.9,6.9,6.9,Homo sapiens
ZINC000169307126,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccc(O)cc2)cc1OC,6.87,6.87,6.87,Homo sapiens
ZINC000169307127,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccc(O)cc2)cc1OC,6.87,6.87,6.87,Homo sapiens
ZINC000169307128,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccc(C)cc2)cc1OC,6.68,6.68,6.68,Homo sapiens
ZINC000169307129,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccc(C)cc2)cc1OC,6.68,6.68,6.68,Homo sapiens
ZINC000169307130,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccc(C#N)cc2)cc1OC,6.32,6.32,6.32,Homo sapiens
ZINC000169307131,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccc(C#N)cc2)cc1OC,6.32,6.32,6.32,Homo sapiens
ZINC000169308638,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccc(OC(N)=O)cc2)cc1OC,6.77,6.77,6.77,Homo sapiens
ZINC000169308639,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccc(OC(N)=O)cc2)cc1OC,6.77,6.77,6.77,Homo sapiens
ZINC000169308640,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccc(C(=O)OC)cc2)cc1OC,7.31,7.31,7.31,Homo sapiens
ZINC000169308641,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccc(C(=O)OC)cc2)cc1OC,7.31,7.31,7.31,Homo sapiens
ZINC000169308642,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccc(N(C)C)cc2)cc1OC,6.83,6.83,6.83,Homo sapiens
ZINC000169308643,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccc(N(C)C)cc2)cc1OC,6.83,6.83,6.83,Homo sapiens
ZINC000169308644,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccc(F)cc2)cc1OC,6.83,6.83,6.83,Homo sapiens
ZINC000169308645,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccc(F)cc2)cc1OC,6.83,6.83,6.83,Homo sapiens
ZINC000169308647,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccccc2)cc1,6.76,6.76,6.76,Homo sapiens
ZINC000169308649,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccccc2)cc1,6.76,6.76,6.76,Homo sapiens
ZINC000169308650,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccccc2)nc1,6.16,6.16,6.16,Homo sapiens
ZINC000169308651,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccccc2)nc1,6.16,6.16,6.16,Homo sapiens
ZINC000169308652,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1ccc(-c2ccc(C)cc2)nc1,6.2,6.2,6.2,Homo sapiens
ZINC000169308653,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1ccc(-c2ccc(C)cc2)nc1,6.2,6.2,6.2,Homo sapiens
ZINC000169308654,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cnc(-c2ccccc2)nc1,6.74,6.74,6.74,Homo sapiens
ZINC000169308655,CHEMBL82398,CCc1nc(N)nc(N)c1C#C[C@H](C)c1cnc(-c2ccccc2)nc1,6.74,6.74,6.74,Homo sapiens
ZINC000169331052,CHEMBL81992,O=c1nc2ccc(Br)cn2cc1Cc1cccc(Oc2nc(Cl)c(Cl)cc2Cl)c1,5.56,5.56,5.56,Homo sapiens
ZINC000169331054,CHEMBL81992,O=c1nc2ccccn2cc1Cc1ccc(F)cc1C(F)(F)F,5.51,5.51,5.51,Homo sapiens
ZINC000169331062,CHEMBL81992,Nc1cccn2cc(Cc3ccccc3)c(=O)nc12,5.06,5.06,5.06,Homo sapiens
ZINC000169334517,CHEMBL82068,Nc1nc(O)c2c(n1)OCC(CCCc1ccccc1)=N2,5.15,5.15,5.15,Homo sapiens
ZINC000169334520,CHEMBL82068,Nc1nc(O)c2c(n1)OCC(CCCCc1ccccc1)=N2,5.1,5.1,5.1,Homo sapiens
ZINC000169340999,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.52,6.52,6.52,Homo sapiens
ZINC000169358597,CHEMBL13160,CC1=C(Sc2ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc2)[C@@H]2C(=O)NC(N)=N[C@@H]2N1,6.285,5.66,6.91,Homo sapiens
ZINC000169358598,CHEMBL13160,CC1=C(Sc2ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc2)[C@H]2C(=O)NC(N)=N[C@@H]2N1,6.285,5.66,6.91,Homo sapiens
ZINC000169371111,CHEMBL46340,Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1Br)N2C[C@@H](Br)CBr,5.03,5.03,5.03,Homo sapiens
ZINC000169963754,CHEMBL10874,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)Nc2cccc(B(O)O)c2)C(=O)O)cc1,7.52,7.52,7.52,Homo sapiens
ZINC000169963757,CHEMBL10874,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)Nc2cccc(B(O)O)c2)C(=O)O)cc1,7.52,7.52,7.52,Homo sapiens
ZINC000253664966,CHEMBL46340,C=CCN(C[C@H]1CCc2nc(N)nc(N)c2N1CC=C)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,5.67,5.67,5.67,Homo sapiens
ZINC000253666847,CHEMBL46340,C=CCN1c2c(N)nc(N)nc2CC[C@@H]1CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,5.85,5.85,5.85,Homo sapiens
ZINC000253668146,CHEMBL46340,C=CCN1c2c(N)nc(N)nc2CC[C@@H]1CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1Br,5.63,5.63,5.63,Homo sapiens
ZINC000253896671,CHEMBL13160,CC1=C(Sc2ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc2)[C@@H]2C(=O)NC(N)=N[C@H]2N1,6.285,5.66,6.91,Homo sapiens
ZINC000253896674,CHEMBL13160,CC1=C(Sc2ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc2)[C@H]2C(=O)NC(N)=N[C@H]2N1,6.285,5.66,6.91,Homo sapiens
ZINC000254134141,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.43,6.43,6.43,Homo sapiens
ZINC000254134144,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.43,6.43,6.43,Homo sapiens
ZINC000254134795,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.54,6.54,6.54,Homo sapiens
ZINC000254134802,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.54,6.54,6.54,Homo sapiens
ZINC000254134807,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.54,6.54,6.54,Homo sapiens
ZINC000254134812,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.54,6.54,6.54,Homo sapiens
ZINC000261125042,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.52,6.52,6.52,Homo sapiens
ZINC000261125045,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.52,6.52,6.52,Homo sapiens
ZINC000261125048,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.52,6.52,6.52,Homo sapiens
ZINC000261160525,CHEMBL10739,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](C[C@H](C#N)C(=O)O)C(=O)O)cc1,7.24,7.24,7.24,Homo sapiens
ZINC000261160528,CHEMBL10739,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](C[C@H](C#N)C(=O)O)C(=O)O)cc1,7.24,7.24,7.24,Homo sapiens
