zinc_id,ortholog_name,gene_name,affinity,chembldocid,title,reference.pubmed_id,reference.doi,reference.chembl_id,reference.journal,reference.year
ZINC000013282256,DRTS_PLAFK,DRTS_PLAFK,9.52,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013282256,DRTS_PLAFK,DRTS_PLAFK,9.08,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013282256,DRTS_PLAFK,DRTS_PLAFK,7.50,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013282256,DRTS_PLAFK,DRTS_PLAFK,7.35,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013282257,DRTS_PLAFK,DRTS_PLAFK,7.00,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013282257,DRTS_PLAFK,DRTS_PLAFK,8.64,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013282257,DRTS_PLAFK,DRTS_PLAFK,8.64,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013282257,DRTS_PLAFK,DRTS_PLAFK,7.60,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013282257,DRTS_PLAFK,DRTS_PLAFK,8.52,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013282257,DRTS_PLAFK,DRTS_PLAFK,7.49,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013282257,DRTS_PLAFK,DRTS_PLAFK,5.48,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013282257,DRTS_PLAFK,DRTS_PLAFK,8.35,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013282257,DRTS_PLAFK,DRTS_PLAFK,8.06,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013282284,DRTS_PLAFK,DRTS_PLAFK,9.08,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013282284,DRTS_PLAFK,DRTS_PLAFK,6.98,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013282284,DRTS_PLAFK,DRTS_PLAFK,6.85,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013282284,DRTS_PLAFK,DRTS_PLAFK,8.70,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013284968,DRTS_PLAFK,DRTS_PLAFK,7.96,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013284968,DRTS_PLAFK,DRTS_PLAFK,6.96,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013284968,DRTS_PLAFK,DRTS_PLAFK,7.59,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013284968,DRTS_PLAFK,DRTS_PLAFK,7.44,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013468996,DRTS_PLAFK,DRTS_PLAFK,5.38,17071,None,12825927,None,CHEMBL1145823,J. Med. Chem.,2003
ZINC000013468996,DRTS_PLAFK,DRTS_PLAFK,5.12,17071,None,12825927,None,CHEMBL1145823,J. Med. Chem.,2003
ZINC000013468996,DRTS_PLAFK,DRTS_PLAFK,5.01,17071,None,12825927,None,CHEMBL1145823,J. Med. Chem.,2003
ZINC000013469871,DRTS_PLAFK,DRTS_PLAFK,6.00,17071,None,12825927,None,CHEMBL1145823,J. Med. Chem.,2003
ZINC000013469871,DRTS_PLAFK,DRTS_PLAFK,5.85,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013469871,DRTS_PLAFK,DRTS_PLAFK,5.82,17071,None,12825927,None,CHEMBL1145823,J. Med. Chem.,2003
ZINC000013469871,DRTS_PLAFK,DRTS_PLAFK,5.68,17071,None,12825927,None,CHEMBL1145823,J. Med. Chem.,2003
ZINC000013469871,DRTS_PLAFK,DRTS_PLAFK,6.22,17071,None,12825927,None,CHEMBL1145823,J. Med. Chem.,2003
ZINC000013469871,DRTS_PLAFK,DRTS_PLAFK,6.15,17071,None,12825927,None,CHEMBL1145823,J. Med. Chem.,2003
ZINC000013469871,DRTS_PLAFK,DRTS_PLAFK,6.05,17071,None,12825927,None,CHEMBL1145823,J. Med. Chem.,2003
ZINC000013472712,DRTS_PLAFK,DRTS_PLAFK,9.40,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472712,DRTS_PLAFK,DRTS_PLAFK,9.40,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472712,DRTS_PLAFK,DRTS_PLAFK,8.96,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472712,DRTS_PLAFK,DRTS_PLAFK,7.97,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472712,DRTS_PLAFK,DRTS_PLAFK,7.83,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472712,DRTS_PLAFK,DRTS_PLAFK,6.55,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472712,DRTS_PLAFK,DRTS_PLAFK,8.16,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472712,DRTS_PLAFK,DRTS_PLAFK,7.06,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472713,DRTS_PLAFK,DRTS_PLAFK,9.22,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472713,DRTS_PLAFK,DRTS_PLAFK,9.11,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472713,DRTS_PLAFK,DRTS_PLAFK,6.90,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472713,DRTS_PLAFK,DRTS_PLAFK,5.41,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472713,DRTS_PLAFK,DRTS_PLAFK,7.18,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472714,DRTS_PLAFK,DRTS_PLAFK,6.73,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472714,DRTS_PLAFK,DRTS_PLAFK,6.38,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472714,DRTS_PLAFK,DRTS_PLAFK,5.36,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472714,DRTS_PLAFK,DRTS_PLAFK,6.14,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472714,DRTS_PLAFK,DRTS_PLAFK,7.05,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472715,DRTS_PLAFK,DRTS_PLAFK,9.05,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472715,DRTS_PLAFK,DRTS_PLAFK,8.89,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472715,DRTS_PLAFK,DRTS_PLAFK,7.41,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472715,DRTS_PLAFK,DRTS_PLAFK,7.07,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,9.52,14888,None,9554869,None,CHEMBL1131602,J. Med. Chem.,1998
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,9.10,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,9.10,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,8.85,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,8.80,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,7.90,14888,None,9554869,None,CHEMBL1131602,J. Med. Chem.,1998
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,5.89,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,8.68,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,8.62,14888,None,9554869,None,CHEMBL1131602,J. Med. Chem.,1998
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,8.57,14888,None,9554869,None,CHEMBL1131602,J. Med. Chem.,1998
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,8.57,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,5.60,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,8.48,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,5.41,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,6.38,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,7.14,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472716,DRTS_PLAFK,DRTS_PLAFK,5.04,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472717,DRTS_PLAFK,DRTS_PLAFK,8.96,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472717,DRTS_PLAFK,DRTS_PLAFK,8.96,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472717,DRTS_PLAFK,DRTS_PLAFK,6.92,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472717,DRTS_PLAFK,DRTS_PLAFK,7.76,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472717,DRTS_PLAFK,DRTS_PLAFK,6.57,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472717,DRTS_PLAFK,DRTS_PLAFK,7.46,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472717,DRTS_PLAFK,DRTS_PLAFK,7.14,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472717,DRTS_PLAFK,DRTS_PLAFK,8.08,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472718,DRTS_PLAFK,DRTS_PLAFK,9.04,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472718,DRTS_PLAFK,DRTS_PLAFK,5.94,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472718,DRTS_PLAFK,DRTS_PLAFK,5.93,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472718,DRTS_PLAFK,DRTS_PLAFK,7.90,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472719,DRTS_PLAFK,DRTS_PLAFK,9.00,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472719,DRTS_PLAFK,DRTS_PLAFK,7.68,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472719,DRTS_PLAFK,DRTS_PLAFK,7.37,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472719,DRTS_PLAFK,DRTS_PLAFK,8.02,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472720,DRTS_PLAFK,DRTS_PLAFK,7.43,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472720,DRTS_PLAFK,DRTS_PLAFK,6.38,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472720,DRTS_PLAFK,DRTS_PLAFK,6.27,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472720,DRTS_PLAFK,DRTS_PLAFK,8.15,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472721,DRTS_PLAFK,DRTS_PLAFK,9.13,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472721,DRTS_PLAFK,DRTS_PLAFK,8.62,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472721,DRTS_PLAFK,DRTS_PLAFK,6.43,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472721,DRTS_PLAFK,DRTS_PLAFK,6.26,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472722,DRTS_PLAFK,DRTS_PLAFK,9.85,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472722,DRTS_PLAFK,DRTS_PLAFK,9.52,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472722,DRTS_PLAFK,DRTS_PLAFK,9.52,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472722,DRTS_PLAFK,DRTS_PLAFK,6.84,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472722,DRTS_PLAFK,DRTS_PLAFK,7.77,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472722,DRTS_PLAFK,DRTS_PLAFK,7.56,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472722,DRTS_PLAFK,DRTS_PLAFK,7.53,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472722,DRTS_PLAFK,DRTS_PLAFK,6.44,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472723,DRTS_PLAFK,DRTS_PLAFK,9.15,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472723,DRTS_PLAFK,DRTS_PLAFK,9.15,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472723,DRTS_PLAFK,DRTS_PLAFK,9.13,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472723,DRTS_PLAFK,DRTS_PLAFK,7.86,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472723,DRTS_PLAFK,DRTS_PLAFK,7.82,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472723,DRTS_PLAFK,DRTS_PLAFK,6.77,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472723,DRTS_PLAFK,DRTS_PLAFK,7.63,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472723,DRTS_PLAFK,DRTS_PLAFK,7.20,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472724,DRTS_PLAFK,DRTS_PLAFK,9.22,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472724,DRTS_PLAFK,DRTS_PLAFK,9.22,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472724,DRTS_PLAFK,DRTS_PLAFK,8.74,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472724,DRTS_PLAFK,DRTS_PLAFK,8.00,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472724,DRTS_PLAFK,DRTS_PLAFK,7.82,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472724,DRTS_PLAFK,DRTS_PLAFK,7.62,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472724,DRTS_PLAFK,DRTS_PLAFK,8.48,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472724,DRTS_PLAFK,DRTS_PLAFK,8.26,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,9.52,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,9.52,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,9.40,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,9.15,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,9.15,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,8.92,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,8.85,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,8.00,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,5.89,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,5.64,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,5.52,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,7.22,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472725,DRTS_PLAFK,DRTS_PLAFK,5.19,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,9.30,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,9.30,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,9.05,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,8.96,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,8.72,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,8.62,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,6.68,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,5.64,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,5.57,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,8.33,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472726,DRTS_PLAFK,DRTS_PLAFK,5.07,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472727,DRTS_PLAFK,DRTS_PLAFK,7.58,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472727,DRTS_PLAFK,DRTS_PLAFK,7.50,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472727,DRTS_PLAFK,DRTS_PLAFK,8.20,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472727,DRTS_PLAFK,DRTS_PLAFK,7.12,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472727,DRTS_PLAFK,DRTS_PLAFK,5.06,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472728,DRTS_PLAFK,DRTS_PLAFK,8.72,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472728,DRTS_PLAFK,DRTS_PLAFK,8.72,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472728,DRTS_PLAFK,DRTS_PLAFK,7.85,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472728,DRTS_PLAFK,DRTS_PLAFK,8.51,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472728,DRTS_PLAFK,DRTS_PLAFK,8.49,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472728,DRTS_PLAFK,DRTS_PLAFK,5.32,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472728,DRTS_PLAFK,DRTS_PLAFK,8.19,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472728,DRTS_PLAFK,DRTS_PLAFK,7.08,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472728,DRTS_PLAFK,DRTS_PLAFK,8.01,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472729,DRTS_PLAFK,DRTS_PLAFK,9.30,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472729,DRTS_PLAFK,DRTS_PLAFK,9.30,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472729,DRTS_PLAFK,DRTS_PLAFK,9.11,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472729,DRTS_PLAFK,DRTS_PLAFK,8.77,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472729,DRTS_PLAFK,DRTS_PLAFK,8.74,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472729,DRTS_PLAFK,DRTS_PLAFK,8.57,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472729,DRTS_PLAFK,DRTS_PLAFK,8.55,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,8.92,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,8.92,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,8.70,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,8.66,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,8.52,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,5.52,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,5.44,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,8.38,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,7.38,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,5.37,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,5.24,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472730,DRTS_PLAFK,DRTS_PLAFK,6.17,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,8.89,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,7.96,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,8.70,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,8.66,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,8.66,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,8.54,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,5.57,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,5.57,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,8.40,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,5.40,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,6.39,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,5.33,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472731,DRTS_PLAFK,DRTS_PLAFK,8.22,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,9.40,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,9.40,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,9.15,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,8.89,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,8.77,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,8.74,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,8.72,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,7.89,21047,None,15293997,None,CHEMBL1138679,J. Med. Chem.,2004
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,5.54,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,5.48,16871,None,11881993,None,CHEMBL1135602,J. Med. Chem.,2002
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,6.46,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,5.35,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
ZINC000013472732,DRTS_PLAFK,DRTS_PLAFK,5.34,17662,None,14736247,None,CHEMBL1138835,J. Med. Chem.,2004
