,zinc_id,smiles,first_affinity,last_affinity,mean_affinity,chembldocid,reference.pubmed_id,reference.chembl_id
25,ZINC000001554703,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](C(=O)O)C(F)(F)CC(=O)O)cc1,8.87,8.87,8.87,13371,8568827,CHEMBL1129679
26,ZINC000001565328,Cc1c(NCc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)ccc2nc(N)[nH]c(=O)c12,6.34,6.34,6.34,9629,3339615,CHEMBL1124218
27,ZINC000001565329,Cc1c(NCc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)ccc2nc(N)nc(N)c12,8.39,8.39,8.39,9629,3339615,CHEMBL1124218
28,ZINC000001565330,Nc1nc(N)c2cc(NCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,8.07,8.07,8.07,9629,3339615,CHEMBL1124218
29,ZINC000001565332,Nc1nc(N)c2cc(CN(C=O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,8.24,8.24,8.24,9629,3339615,CHEMBL1124218
30,ZINC000001570371,Nc1nc(N)c2nc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,8.39,8.39,8.39,10743,1992121,CHEMBL1125907
31,ZINC000001578473,Nc1nc(N)c2c(ccc3[nH]ccc32)n1,6.0,6.0,6.0,13799,8632413,CHEMBL1129493
32,ZINC000001579952,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,7.74,7.74,7.74,65481,23124219,CHEMBL2150940
33,ZINC000001607421,Nc1nc(N)c2cc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,11.0,8.35,9.675,13250,7877140,CHEMBL1128249
34,ZINC000001609235,CCCCCCCCCc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,6.66,6.66,6.66,13279,7699713,CHEMBL1128273
35,ZINC000001610060,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3F)cnc2n1,7.72,7.72,7.72,8032,6410066,CHEMBL1122445
36,ZINC000001618702,CC[C@@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,8.59,8.36,8.475,12397,8035423,CHEMBL1127804
37,ZINC000001618703,CC[C@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,8.59,8.36,8.475,12397,8035423,CHEMBL1127804
38,ZINC000001634447,C=C(C[C@H](NC(=O)c1ccc([C@@H](CC)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,8.24,8.24,8.24,10743,1992121,CHEMBL1125907
39,ZINC000001634448,C=C(C[C@H](NC(=O)c1ccc([C@H](CC)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,8.24,8.24,8.24,10743,1992121,CHEMBL1125907
40,ZINC000001634449,C=C(C[C@@H](NC(=O)c1ccc([C@@H](CC)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,8.24,8.24,8.24,10743,1992121,CHEMBL1125907
41,ZINC000001634450,C=C(C[C@@H](NC(=O)c1ccc([C@H](CC)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,8.24,8.24,8.24,10743,1992121,CHEMBL1125907
42,ZINC000001666576,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,7.03,7.03,7.03,13279,7699713,CHEMBL1128273
43,ZINC000001702724,CN(Cc1ccc2nc(N)nc(N)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,8.41,8.41,8.41,9629,3339615,CHEMBL1124218
44,ZINC000001712111,Nc1nc(N)c2c(Cl)c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,8.42,8.42,8.42,10151,2738891,CHEMBL1124621
45,ZINC000001765969,Nc1nc(N)c2nc(COc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,6.13,6.13,6.13,7155,6772788,CHEMBL1121493
46,ZINC000001767352,Nc1nc(N)c2nc(CSc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,5.57,5.57,5.57,7155,6772788,CHEMBL1121493
47,ZINC000001866576,COc1ccc(Nc2nc3cc(N)cc(N)c3nc2-c2ccccc2)cc1,5.74,5.74,5.74,41861,17532099,CHEMBL1149774
48,ZINC000001893407,Nc1nc(N)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,6.0,6.6,6.21,13069,7562910,CHEMBL1128558
49,ZINC000001995991,Nc1nc2ccc(NCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,6.96,6.96,6.96,10044,2704031,CHEMBL1124448
50,ZINC000001996008,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1,7.82,7.82,7.82,16403,11754578,CHEMBL1135401
51,ZINC000001996101,COc1ccc(OC)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,6.0,6.0,6.0,16403,11754578,CHEMBL1135401
52,ZINC000002004188,Nc1nc2ccc(CN(C=O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,7.96,7.96,7.96,9629,3339615,CHEMBL1124218
53,ZINC000002036915,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.68,7.51,8.062857142857142,13250,7877140,CHEMBL1128249
54,ZINC000002046975,CN(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.66,6.66,6.66,15564,10956221,CHEMBL1133617
55,ZINC000002047758,COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1,5.54,5.54,5.54,13858,8691474,CHEMBL1129539
56,ZINC000002047759,COc1ccc(OC)c(CN(C)c2ccc3nc(N)nc(N)c3c2)c1,7.59,7.59,7.59,14570,9719595,CHEMBL1131583
57,ZINC000003157274,CCCOc1ccc(Cc2cnc(N)nc2N)cc1,6.64,8.19,6.7125,15190,10543874,CHEMBL1132445
58,ZINC000003581056,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,8.11,8.11,8.11,53022,20350951,CHEMBL1255487
59,ZINC000003612862,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)O[C@H](C1CC1)C=C2,6.11,8.1,6.773333333333333,58709,21831637,CHEMBL1817628
60,ZINC000003641217,COc1ccc(C#CCCC(=O)O)cc1Cc1cnc(N)nc1N,5.3,5.3,5.3,17739,14998335,CHEMBL1149100
61,ZINC000003807186,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,8.96,7.91,8.435,12397,8035423,CHEMBL1127804
62,ZINC000003814851,COc1ccc(OC)c(CNc2ccc3nc(N)nc(N)c3c2Cl)c1,7.99,7.99,7.99,53022,20350951,CHEMBL1255487
63,ZINC000003814863,COc1cc(CN(C)c2ccc3nc(N)nc(N)c3c2)cc(OC)c1,7.96,7.96,7.96,14570,9719595,CHEMBL1131583
64,ZINC000003814864,COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1,7.3,7.3,7.3,14570,9719595,CHEMBL1131583
65,ZINC000003814865,COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1OC,6.85,6.85,6.85,14570,9719595,CHEMBL1131583
66,ZINC000003814945,Cc1c(CNc2ccc(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12,8.3,8.3,8.3,16403,11754578,CHEMBL1135401
67,ZINC000003814951,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)cc1OC,8.29,8.29,8.29,16403,11754578,CHEMBL1135401
68,ZINC000003814952,CCOc1ccc(OCC)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,5.64,5.64,5.64,16403,11754578,CHEMBL1135401
69,ZINC000003814957,Cc1c(CNc2cccc3ccccc23)cnc2nc(N)nc(N)c12,7.0,8.37,7.685,16403,11754578,CHEMBL1135401
70,ZINC000003814959,CN(Cc1ccccc1)c1cnc2nc(N)nc(N)c2c1,6.15,6.15,6.15,13858,8691474,CHEMBL1129539
71,ZINC000003814961,COc1ccc(CN(C)c2cnc3nc(N)nc(N)c3c2)c(OC)c1OC,6.28,6.28,6.28,13858,8691474,CHEMBL1129539
72,ZINC000003814972,Cc1c(CNc2cccc(Cl)c2)cnc2nc(N)nc(N)c12,7.77,7.77,7.77,16403,11754578,CHEMBL1135401
73,ZINC000003814973,Cc1c(CNc2ccc(Cl)cc2)cnc2nc(N)nc(N)c12,7.57,7.57,7.57,16403,11754578,CHEMBL1135401
74,ZINC000003814992,COc1ccc(OC)c(-c2sc3nc(N)nc(N)c3c2C)c1,6.12,6.12,6.12,12021,8230096,CHEMBL1126852
75,ZINC000003814993,COc1ccc(OC)c(Cc2sc3nc(N)nc(N)c3c2C)c1,6.14,6.14,6.14,12021,8230096,CHEMBL1126852
76,ZINC000003815000,Cc1cccc(SCc2cnc3nc(N)nc(N)c3c2C)c1,6.07,6.07,6.07,16403,11754578,CHEMBL1135401
77,ZINC000003815002,COc1cccc(SCc2cnc3nc(N)nc(N)c3c2C)c1,6.3,6.3,6.3,16403,11754578,CHEMBL1135401
78,ZINC000003815004,COc1ccc(SCc2cnc3nc(N)nc(N)c3c2C)cc1OC,6.36,6.36,6.36,16403,11754578,CHEMBL1135401
79,ZINC000003815005,Cc1c(CSc2cccc(Cl)c2)cnc2nc(N)nc(N)c12,6.38,6.38,6.38,16403,11754578,CHEMBL1135401
80,ZINC000003815006,Cc1c(CSc2ccc(Cl)cc2)cnc2nc(N)nc(N)c12,6.23,6.23,6.23,16403,11754578,CHEMBL1135401
81,ZINC000003815010,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(C(F)(F)F)c1,8.26,8.26,8.26,16403,11754578,CHEMBL1135401
82,ZINC000003815012,COc1ccc(OC)c(CCc2cnc3nc(N)nc(N)c3c2C)c1,5.57,5.57,5.57,16403,11754578,CHEMBL1135401
83,ZINC000003815013,Cc1ccc(C)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,7.24,7.24,7.24,16403,11754578,CHEMBL1135401
84,ZINC000003815015,COc1ccc(C)cc1NCc1cnc2nc(N)nc(N)c2c1C,6.52,6.52,6.52,16403,11754578,CHEMBL1135401
85,ZINC000003815017,COc1ccc(C(F)(F)F)cc1N(C)Cc1cnc2nc(N)nc(N)c2c1C,7.44,7.44,7.44,16403,11754578,CHEMBL1135401
86,ZINC000003815019,Nc1nc(N)c2cc(CNc3cccc4ccccc34)cnc2n1,6.09,6.09,6.09,16403,11754578,CHEMBL1135401
87,ZINC000003815020,Nc1nc(N)c2cc(CNc3ccc(Cl)cc3)cnc2n1,6.17,6.17,6.17,16403,11754578,CHEMBL1135401
88,ZINC000003815021,COc1cc(NCc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,5.41,5.41,5.41,16403,11754578,CHEMBL1135401
89,ZINC000003816419,COc1cc2c(c3c1OCO3)[C@@H](C)N(Cc1cnc(N)nc1N)CC2,7.92,8.01,7.3116666666666665,17019,12773035,CHEMBL1145982
90,ZINC000003872649,CN(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.66,6.66,6.66,12782,8164259,CHEMBL1127819
91,ZINC000003874328,Cc1[nH]c(N)nc2ncc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c1-2,5.92,6.1,6.01,17380,12570380,CHEMBL1145967
92,ZINC000003916447,Nc1nc(N)c2cc(COC(=O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,6.9,6.9,6.9,15662,11052790,CHEMBL1133691
93,ZINC000003924393,C[C@H](Cc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)c1cnc2nc(N)nc(N)c2n1,7.4,7.4,7.4,10270,2296020,CHEMBL1124936
94,ZINC000004621661,Nc1nc2ccc(COc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,6.77,6.77,6.77,10044,2704031,CHEMBL1124448
95,ZINC000005011594,CN(Cc1ccc2nc(N)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.08,7.08,7.08,9629,3339615,CHEMBL1124218
96,ZINC000005115792,COc1cccc(Cc2cnc(N)nc2N)c1,6.0,8.02,6.545,15190,10543874,CHEMBL1132445
97,ZINC000005373985,Nc1nc(O)c2cc(CN(C=O)c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,7.96,7.96,7.96,9629,3339615,CHEMBL1124218
98,ZINC000005385734,Cc1c(NCc2ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc2)ccc2nc(N)nc(N)c12,8.39,8.39,8.39,9629,3339615,CHEMBL1124218
99,ZINC000005385736,Nc1nc(=O)c2cc(NCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2[nH]1,6.96,6.96,6.96,10044,2704031,CHEMBL1124448
100,ZINC000005500341,COc1cc(Nc2nc3cc(N)cc(N)c3nc2-c2ccccc2)cc(OC)c1,6.22,6.22,6.22,41861,17532099,CHEMBL1149774
101,ZINC000005545634,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,8.96,7.91,8.435,12397,8035423,CHEMBL1127804
102,ZINC000005597213,COc1cc(Nc2nc3cc(N)cc(N)c3nc2-c2ccccc2)cc(OC)c1OC,7.0,7.0,7.0,41861,17532099,CHEMBL1149774
103,ZINC000005741747,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,7.94,7.94,7.94,12397,8035423,CHEMBL1127804
104,ZINC000005741751,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,7.94,7.94,7.94,12397,8035423,CHEMBL1127804
105,ZINC000005834077,CC(C)(C)c1ccc(Sc2c(N)ccc3nc(N)nc(N)c23)cc1,5.37,5.37,5.37,13052,7658448,CHEMBL1128547
106,ZINC000005835968,CC1(C)N=C(N)N=C(N)N1c1cccc(COc2cccc3ccccc23)c1,6.87,6.87,6.87,13279,7699713,CHEMBL1128273
107,ZINC000005835974,CC1(C)N=C(N)N=C(N)N1c1cccc(SCc2ccccc2)c1,7.37,7.37,7.37,13279,7699713,CHEMBL1128273
108,ZINC000005837036,CCC(C)(C)n1c(C)cc2c3c(N)nc(N)nc3ccc21,9.4,9.4,9.4,13799,8632413,CHEMBL1129493
109,ZINC000005838548,CCCCc1cc2c3c(N)nc(N)nc3ccc2n1C(C)(C)C,7.52,7.52,7.52,13799,8632413,CHEMBL1129493
110,ZINC000005838982,CCCOc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)cc1OC,7.82,7.82,7.82,16403,11754578,CHEMBL1135401
111,ZINC000005839186,CCCc1cc2c3c(N)nc(N)nc3ccc2n1C(CC)CC,9.4,9.4,9.4,13799,8632413,CHEMBL1129493
112,ZINC000005839193,CCCc1cc2c3c(N)nc(N)nc3ccc2n1CC,7.62,7.62,7.62,13799,8632413,CHEMBL1129493
113,ZINC000005840585,CCN(CC)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,5.37,5.37,5.37,13052,7658448,CHEMBL1128547
114,ZINC000005845205,CCOc1ccc(OCC)c(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c1,6.0,6.0,6.0,16403,11754578,CHEMBL1135401
115,ZINC000005847180,CCc1c(CNc2cc(C)ccc2OC)cnc2nc(N)nc(N)c12,6.43,6.43,6.43,16403,11754578,CHEMBL1135401
116,ZINC000005847187,CCc1c(CNc2cc(C(F)(F)F)ccc2OC)cnc2nc(N)nc(N)c12,8.44,8.44,8.44,16403,11754578,CHEMBL1135401
117,ZINC000005847194,CCc1c(CNc2cc(OC)ccc2OC)cnc2nc(N)nc(N)c12,6.0,6.0,6.0,16403,11754578,CHEMBL1135401
118,ZINC000005847652,CCc1cc2c3c(N)nc(N)nc3ccc2n1C(C)(C)C,10.0,10.0,10.0,13799,8632413,CHEMBL1129493
119,ZINC000005847664,CCc1cc2c3c(N)nc(N)nc3ccc2n1C(CC)CC,9.7,9.7,9.7,13799,8632413,CHEMBL1129493
120,ZINC000005847670,CCc1cc2c3c(N)nc(N)nc3ccc2n1C,7.54,7.54,7.54,13799,8632413,CHEMBL1129493
121,ZINC000005847690,CCc1cc2c3c(N)nc(N)nc3ccc2n1CC,8.0,8.0,8.0,13799,8632413,CHEMBL1129493
122,ZINC000005847694,CCc1cc2c3c(N)nc(N)nc3ccc2n1[C@@H](C)CC,10.0,10.0,10.0,13799,8632413,CHEMBL1129493
123,ZINC000005847700,CCc1cc2c3c(N)nc(N)nc3ccc2n1[C@H](C)CC,10.0,10.0,10.0,13799,8632413,CHEMBL1129493
124,ZINC000005853044,COCc1c(CNc2cc(OC)c(OC)c(OC)c2)cnc2nc(N)nc(N)c12,5.89,5.89,5.89,16403,11754578,CHEMBL1135401
125,ZINC000005853053,COCc1c(CNc2ccc(OC)c(OC)c2)cnc2nc(N)nc(N)c12,5.21,5.21,5.21,16403,11754578,CHEMBL1135401
126,ZINC000005853359,COc1cc(Cn2ccc3c4c(N)nc(N)nc4ccc32)cc(OC)c1OC,8.22,8.22,8.22,13799,8632413,CHEMBL1129493
127,ZINC000005881950,CC(C)(C)c1cc2c(ccc3nc(N)nc(N)c32)[nH]1,8.7,8.7,8.7,13799,8632413,CHEMBL1129493
128,ZINC000005881983,CC(C)(C)c1ccc(Sc2c(C#N)ccc3nc(N)nc(N)c23)cc1,5.04,5.04,5.04,13052,7658448,CHEMBL1128547
129,ZINC000005882028,CC(C)COc1ccc2nc(N)nc(N)c2c1Sc1ccc(C(C)(C)C)cc1,7.52,7.52,7.52,13052,7658448,CHEMBL1128547
130,ZINC000005882451,CC(C)c1cc2c(ccc3nc(N)nc(N)c32)[nH]1,8.0,8.0,8.0,13799,8632413,CHEMBL1129493
131,ZINC000005882454,CC(C)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,5.62,5.62,5.62,13052,7658448,CHEMBL1128547
132,ZINC000005882456,CC(C)n1c(C(C)(C)C)cc2c3c(N)nc(N)nc3ccc21,9.7,9.7,9.7,13799,8632413,CHEMBL1129493
133,ZINC000005882805,CCC(C)(C)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,5.41,5.41,5.41,13052,7658448,CHEMBL1128547
134,ZINC000005882812,CCC(CC)n1c(C(C)C)cc2c3c(N)nc(N)nc3ccc21,10.0,10.0,10.0,13799,8632413,CHEMBL1129493
135,ZINC000005883009,CCCCCCc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,6.26,6.26,6.26,13052,7658448,CHEMBL1128547
136,ZINC000005884519,CCOc1ccc2nc(N)nc(N)c2c1Sc1ccc(C(C)(C)C)cc1,6.09,6.09,6.09,13052,7658448,CHEMBL1128547
137,ZINC000005887720,CCn1c(C(C)C)cc2c3c(N)nc(N)nc3ccc21,8.7,8.7,8.7,13799,8632413,CHEMBL1129493
138,ZINC000005888367,COCc1c(CNc2ccc(Cl)cc2)cnc2nc(N)nc(N)c12,5.59,5.59,5.59,16403,11754578,CHEMBL1135401
139,ZINC000005888539,COc1cc(OC)c(OC)cc1CNc1ccc2nc(N)nc(N)c2c1,5.85,5.85,5.85,14570,9719595,CHEMBL1131583
140,ZINC000005888836,COc1cc(Sc2cccc3nc(N)nc(N)c23)cc(OC)c1OC,5.36,5.36,5.36,13052,7658448,CHEMBL1128547
141,ZINC000005889226,COc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,5.46,5.46,5.46,13052,7658448,CHEMBL1128547
142,ZINC000005889441,COc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1OC,5.39,5.39,5.39,13052,7658448,CHEMBL1128547
143,ZINC000005889719,COc1cccc(Sc2cccc3nc(N)nc(N)c23)c1,5.89,5.89,5.89,13052,7658448,CHEMBL1128547
144,ZINC000005889821,COc1ccccc1Sc1cccc2nc(N)nc(N)c12,6.4,6.4,6.4,13052,7658448,CHEMBL1128547
145,ZINC000005891390,Cc1c(Cl)cccc1NCc1cnc2nc(N)nc(N)c2c1C,8.28,8.28,8.28,16403,11754578,CHEMBL1135401
146,ZINC000005891405,COc1cc(CCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1,6.0,6.0,6.0,16403,11754578,CHEMBL1135401
147,ZINC000005891421,Cc1c(CN(C)c2cccc3c2CCCC3)cnc2nc(N)nc(N)c12,6.15,6.15,6.15,16403,11754578,CHEMBL1135401
148,ZINC000005891437,Cc1c(CNC2c3ccccc3-c3ccccc32)cnc2nc(N)nc(N)c12,5.28,5.28,5.28,16403,11754578,CHEMBL1135401
149,ZINC000005891439,Cc1c(CN[C@@H]2CCCc3ccccc32)cnc2nc(N)nc(N)c12,5.47,5.47,5.47,16403,11754578,CHEMBL1135401
150,ZINC000005891443,Cc1c(CN[C@H]2CCCc3ccccc32)cnc2nc(N)nc(N)c12,5.47,5.47,5.47,16403,11754578,CHEMBL1135401
151,ZINC000005891456,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,8.33,8.33,8.33,16403,11754578,CHEMBL1135401
152,ZINC000005891463,Cc1c(CNc2cc(Cl)ccc2Cl)cnc2nc(N)nc(N)c12,8.1,8.1,8.1,16403,11754578,CHEMBL1135401
153,ZINC000005891467,Cc1c(CNc2cc(C(F)(F)F)ccc2F)cnc2nc(N)nc(N)c12,8.39,8.39,8.39,16403,11754578,CHEMBL1135401
154,ZINC000005891469,Cc1c(CNc2cc(F)ccc2F)cnc2nc(N)nc(N)c12,7.16,7.16,7.16,16403,11754578,CHEMBL1135401
155,ZINC000005891475,Cc1c(CNc2cnc3ccccc3c2)cnc2nc(N)nc(N)c12,7.92,7.92,7.92,16403,11754578,CHEMBL1135401
156,ZINC000005891479,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)cc1F,7.85,7.85,7.85,16403,11754578,CHEMBL1135401
157,ZINC000005891482,Cc1c(CNc2ccc(Cl)c3ccccc23)cnc2nc(N)nc(N)c12,8.7,8.7,8.7,16403,11754578,CHEMBL1135401
158,ZINC000005891490,Cc1c(CNc2ccc(OC(F)F)cc2)cnc2nc(N)nc(N)c12,7.7,7.7,7.7,16403,11754578,CHEMBL1135401
159,ZINC000005891495,COc1cc(-c2ccccc2)ccc1NCc1cnc2nc(N)nc(N)c2c1C,7.17,7.17,7.17,16403,11754578,CHEMBL1135401
160,ZINC000005891498,Cc1c(CNc2ccc3c(c2)Cc2ccccc2-3)cnc2nc(N)nc(N)c12,8.17,8.17,8.17,16403,11754578,CHEMBL1135401
161,ZINC000005891500,Cc1c(CNc2ccc3c4c(cccc24)-c2ccccc2-3)cnc2nc(N)nc(N)c12,8.21,8.21,8.21,16403,11754578,CHEMBL1135401
162,ZINC000005891502,Cc1c(CNc2ccc3ncccc3c2)cnc2nc(N)nc(N)c12,8.15,8.15,8.15,16403,11754578,CHEMBL1135401
163,ZINC000005891509,Cc1c(CNc2ccc3ccc4cccc5ccc2c3c45)cnc2nc(N)nc(N)c12,8.42,8.42,8.42,16403,11754578,CHEMBL1135401
164,ZINC000005891512,Cc1c(CNc2ccc3ccccc3c2)cnc2nc(N)nc(N)c12,8.0,8.0,8.0,16403,11754578,CHEMBL1135401
165,ZINC000005891514,Cc1c(CNc2cccc3c2CCCC3)cnc2nc(N)nc(N)c12,6.85,6.85,6.85,16403,11754578,CHEMBL1135401
166,ZINC000005891520,Cc1c(CNc2cccc3cnccc23)cnc2nc(N)nc(N)c12,8.4,8.4,8.4,16403,11754578,CHEMBL1135401
167,ZINC000005891525,Cc1c(CNc2ccccc2OC(F)F)cnc2nc(N)nc(N)c12,6.56,6.56,6.56,16403,11754578,CHEMBL1135401
168,ZINC000005891531,COc1cc(SCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,5.92,5.92,5.92,16403,11754578,CHEMBL1135401
169,ZINC000005891535,COc1ccc(OC)c(SCc2cnc3nc(N)nc(N)c3c2C)c1,5.6,5.6,5.6,16403,11754578,CHEMBL1135401
170,ZINC000005891537,Cc1c(CSc2cccc3ccccc23)cnc2nc(N)nc(N)c12,6.36,6.36,6.36,16403,11754578,CHEMBL1135401
171,ZINC000005891944,Cc1cc(C)c(NCc2cnc3nc(N)nc(N)c3c2C)c(Cl)c1,6.07,6.07,6.07,16403,11754578,CHEMBL1135401
172,ZINC000005891984,COc1cc(Cl)c(C)cc1NCc1cnc2nc(N)nc(N)c2c1C,8.0,8.0,8.0,16403,11754578,CHEMBL1135401
173,ZINC000005891990,Cc1cc(NCc2cnc3nc(N)nc(N)c3c2C)c(Cl)cc1F,7.48,7.48,7.48,16403,11754578,CHEMBL1135401
174,ZINC000005892151,Cc1cc(Br)cc(C)c1NCc1cnc2nc(N)nc(N)c2c1C,5.72,5.72,5.72,16403,11754578,CHEMBL1135401
175,ZINC000005892172,Cc1cc(NCc2cnc3nc(N)nc(N)c3c2C)ccc1Br,8.21,8.21,8.21,16403,11754578,CHEMBL1135401
176,ZINC000005892189,Cc1cc(Br)ccc1NCc1cnc2nc(N)nc(N)c2c1C,8.23,8.23,8.23,16403,11754578,CHEMBL1135401
177,ZINC000005892192,Cc1cc(Cl)ccc1NCc1cnc2nc(N)nc(N)c2c1C,8.55,8.55,8.55,16403,11754578,CHEMBL1135401
178,ZINC000005892288,Cc1cc2c3c(N)nc(N)nc3ccc2n1C(C)C,8.19,8.19,8.19,13799,8632413,CHEMBL1129493
179,ZINC000005892292,Cc1cc2c3c(N)nc(N)nc3ccc2n1C,7.06,7.06,7.06,13799,8632413,CHEMBL1129493
180,ZINC000005892322,Cc1ccc(Cl)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,7.36,7.36,7.36,16403,11754578,CHEMBL1135401
181,ZINC000005892325,Cc1ccc(F)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,6.6,6.6,6.6,16403,11754578,CHEMBL1135401
182,ZINC000005892532,Cc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)cc1Br,8.43,8.43,8.43,16403,11754578,CHEMBL1135401
183,ZINC000005892552,Cc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)cc1Cl,8.17,8.17,8.17,16403,11754578,CHEMBL1135401
184,ZINC000005892562,Cc1ccc(Cl)cc1NCc1cnc2nc(N)nc(N)c2c1C,8.21,8.21,8.21,16403,11754578,CHEMBL1135401
185,ZINC000005892563,Cc1ccc(F)cc1NCc1cnc2nc(N)nc(N)c2c1C,7.72,7.72,7.72,16403,11754578,CHEMBL1135401
186,ZINC000005893315,Cn1ccc2c3c(N)nc(N)nc3ccc21,6.64,6.64,6.64,13799,8632413,CHEMBL1129493
187,ZINC000005933621,Nc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,6.49,6.49,6.49,13052,7658448,CHEMBL1128547
