,zinc_id,smiles,first_affinity,last_affinity,mean_affinity,chembldocid,reference.pubmed_id,reference.chembl_id
432,ZINC000027864398,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@H]2CNc3nc(N)nc(N)c3C2)cc1)C(=O)O,9.54,9.54,9.54,3102,9990460,CHEMBL1132123
433,ZINC000027880434,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@@H]2CNc3nc(N)nc(N)c3C2)o1)C(=O)O,8.01,8.01,8.01,3102,9990460,CHEMBL1132123
434,ZINC000027880441,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@H]2CNc3nc(N)nc(N)c3C2)o1)C(=O)O,8.01,8.01,8.01,3102,9990460,CHEMBL1132123
435,ZINC000027880447,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@@H]2CNc3nc(N)nc(N)c3C2)s1)C(=O)O,9.16,9.16,9.16,3102,9990460,CHEMBL1132123
436,ZINC000027880451,C[C@](CCC(=O)O)(NC(=O)c1ccc(CC[C@H]2CNc3nc(N)nc(N)c3C2)s1)C(=O)O,9.16,9.16,9.16,3102,9990460,CHEMBL1132123
437,ZINC000027991543,O=C(O)CC[C@@H](NC(=O)c1ccc(CNc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.49,6.49,6.49,10044,2704031,CHEMBL1124448
438,ZINC000027991549,O=C(O)CC[C@H](NC(=O)c1ccc(CNc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.49,6.49,6.49,10044,2704031,CHEMBL1124448
439,ZINC000027993313,O=C(O)CC[C@@H](NC(=O)c1ccc(SCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.19,6.19,6.19,10044,2704031,CHEMBL1124448
440,ZINC000027993317,O=C(O)CC[C@H](NC(=O)c1ccc(SCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.19,6.19,6.19,10044,2704031,CHEMBL1124448
441,ZINC000027995757,C#CCN(Cc1ccc2nc[nH]c(=O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,5.15,5.15,5.15,10044,2704031,CHEMBL1124448
442,ZINC000027995762,O=C(O)CC[C@@H](NC(=O)c1ccc(OCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.59,6.59,6.59,10044,2704031,CHEMBL1124448
443,ZINC000027995767,O=C(O)CC[C@H](NC(=O)c1ccc(OCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,6.59,6.59,6.59,10044,2704031,CHEMBL1124448
444,ZINC000028222475,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c3)cnc2n1,7.57,7.57,7.57,8032,6410066,CHEMBL1122445
445,ZINC000028222480,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)c(F)c3)cnc2n1,7.57,7.57,7.57,8032,6410066,CHEMBL1122445
446,ZINC000028258717,Nc1nc2ccc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,7.47,7.47,7.47,9629,3339615,CHEMBL1124218
447,ZINC000028263134,CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1OC,7.36,7.36,7.36,9494,3121854,CHEMBL1124217
448,ZINC000028263409,CCOc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,6.77,6.77,6.77,9494,3121854,CHEMBL1124217
449,ZINC000028263414,C=CCc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,6.96,6.96,6.96,9494,3121854,CHEMBL1124217
450,ZINC000028263418,C/C=C/c1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,7.03,7.03,7.03,9494,3121854,CHEMBL1124217
451,ZINC000028263538,COc1c(C)cc(Cc2cnc(N)nc2N)cc1C,6.43,6.43,6.43,9494,3121854,CHEMBL1124217
452,ZINC000028263790,CCCc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,7.17,7.17,7.17,9494,3121854,CHEMBL1124217
453,ZINC000028263859,CC(C)(C)c1cc(Cc2cnc(N)nc2N)cc(C(C)(C)C)c1O,7.21,7.21,7.21,9494,3121854,CHEMBL1124217
454,ZINC000028263941,CCc1cc(Cc2cnc(N)nc2N)cc(C)c1OC,6.51,6.51,6.51,9494,3121854,CHEMBL1124217
455,ZINC000028264875,CC(C)c1cc(Cc2cnc(N)nc2N)cc(C(C)C)c1O,7.54,7.54,7.54,9494,3121854,CHEMBL1124217
456,ZINC000028264880,CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O,6.92,6.92,6.92,9494,3121854,CHEMBL1124217
457,ZINC000028265747,COc1c(C(C)(C)C)cc(Cc2cnc(N)nc2N)cc1C(C)(C)C,7.24,7.24,7.24,9494,3121854,CHEMBL1124217
458,ZINC000028655620,CCc1c(Sc2ccc(Cl)c(Cl)c2)[nH]c2nc(C)nc(N)c12,5.55,5.55,5.55,36076,17552508,CHEMBL1145401
459,ZINC000028713647,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](Cc2ccccc2)C(=O)NO)C(=O)O)cc1,6.77,6.6,6.685,36249,17127067,CHEMBL1146314
460,ZINC000028713649,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)N2CCC[C@H]2C(=O)NO)C(=O)O)cc1,6.92,6.89,6.904999999999999,36249,17127067,CHEMBL1146314
461,ZINC000028754685,CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O,7.31,7.31,7.31,9494,3121854,CHEMBL1124217
462,ZINC000028756224,C=CCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1O,7.7,7.7,7.7,9494,3121854,CHEMBL1124217
463,ZINC000028763138,NCCC[C@@H](NC(=O)c1ccc(NCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,7.14,7.14,7.14,10991,2016722,CHEMBL1125675
464,ZINC000028971257,Nc1nc(N)c2c(OCc3ccccc3F)cccc2n1,9.41,9.41,9.41,38176,18205293,CHEMBL1140748
465,ZINC000028971514,C[C@@H](Oc1cccc2nc(N)nc(N)c12)c1cccc(Cl)c1,7.47,7.47,7.47,38176,18205293,CHEMBL1140748
466,ZINC000028971518,C[C@H](Oc1cccc2nc(N)nc(N)c12)c1cccc(Cl)c1,7.47,7.6,7.535,38176,18205293,CHEMBL1140748
467,ZINC000028971634,Nc1nc(N)c2c(COc3cccc(Cl)c3)cccc2n1,5.08,5.08,5.08,38176,18205293,CHEMBL1140748
468,ZINC000028971649,Nc1nc(N)c2c(COc3ccccc3F)cccc2n1,7.41,7.41,7.41,38176,18205293,CHEMBL1140748
469,ZINC000029223186,CN(Cc1ccc(C(=O)NC(=O)[C@H](N)CCC(=O)O)cc1)c1cnc2nc(N)nc(N)c2c1,6.19,6.19,6.19,13858,8691474,CHEMBL1129539
470,ZINC000029224646,Nc1nc(N)c2cc(NCc3ccc(C(=O)NC(=O)[C@H](N)CCC(=O)O)cc3)cnc2n1,6.49,6.49,6.49,13858,8691474,CHEMBL1129539
471,ZINC000029228771,NCCC[C@@H](NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O,7.46,7.46,7.46,10991,2016722,CHEMBL1125675
472,ZINC000029229943,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCCNCC(=O)O)C(=O)O)cc1,7.3,7.3,7.3,10991,2016722,CHEMBL1125675
473,ZINC000029233945,NCCC[C@@H](NC(=O)c1ccc(NCc2cnc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,5.07,5.07,5.07,10991,2016722,CHEMBL1125675
474,ZINC000029235934,NCCC[C@@H](NC(=O)c1ccc(NCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,6.12,6.12,6.12,10991,2016722,CHEMBL1125675
475,ZINC000029241753,CCOC(=O)CCCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)OCC)C(=O)OCC)cc1,6.34,7.34,6.84,3129,10360757,CHEMBL1131724
476,ZINC000029241759,CCOC(=O)CCCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)OCC)C(=O)OCC)cc1,6.34,7.34,6.84,3129,10360757,CHEMBL1131724
477,ZINC000029241767,CCOC(=O)CCCCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)OCC)C(=O)OCC)cc1,6.31,7.25,6.779999999999999,3129,10360757,CHEMBL1131724
478,ZINC000029241773,CCOC(=O)CCCCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)OCC)C(=O)OCC)cc1,6.31,7.25,6.779999999999999,3129,10360757,CHEMBL1131724
479,ZINC000029245595,Nc1nc(N)c2nc(CN(CCCC(=O)O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.97,8.71,9.34,3129,10360757,CHEMBL1131724
480,ZINC000029245603,Nc1nc(N)c2nc(CN(CCCC(=O)O)c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.97,8.71,9.34,3129,10360757,CHEMBL1131724
481,ZINC000029246859,CCOC(=O)CCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)OCC)C(=O)OCC)cc1,6.88,7.85,7.365,3129,10360757,CHEMBL1131724
482,ZINC000029246865,CCOC(=O)CCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)OCC)C(=O)OCC)cc1,6.88,7.85,7.365,3129,10360757,CHEMBL1131724
483,ZINC000029247440,Nc1nc(N)c2nc(CN(CCCCCC(=O)O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.74,8.79,9.265,3129,10360757,CHEMBL1131724
484,ZINC000029247448,Nc1nc(N)c2nc(CN(CCCCCC(=O)O)c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.74,8.79,9.265,3129,10360757,CHEMBL1131724
485,ZINC000029248780,Nc1nc(N)c2nc(CN(CCCCC(=O)O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.88,8.84,9.36,3129,10360757,CHEMBL1131724
486,ZINC000029248786,Nc1nc(N)c2nc(CN(CCCCC(=O)O)c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.88,8.84,9.36,3129,10360757,CHEMBL1131724
487,ZINC000029250560,N#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.34,6.34,6.34,7963,6403710,CHEMBL1122470
488,ZINC000029250567,N#CCN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.34,6.34,6.34,7963,6403710,CHEMBL1122470
489,ZINC000029253445,COc1cc(Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1,8.82,8.82,8.82,17739,14998335,CHEMBL1149100
490,ZINC000029324102,Nc1nc(O)c2c(Cl)c(NCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,7.0,7.0,7.0,9629,3339615,CHEMBL1124218
491,ZINC000029324107,Nc1nc(O)c2c(Cl)c(NCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,7.0,7.0,7.0,9629,3339615,CHEMBL1124218
492,ZINC000029331901,NCCC[C@@H](NC(=O)c1ccc(OCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,5.42,5.42,5.42,10151,2738891,CHEMBL1124621
493,ZINC000029331906,NCCC[C@H](NC(=O)c1ccc(OCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,5.42,5.42,5.42,10151,2738891,CHEMBL1124621
494,ZINC000029332309,NCCC[C@@H](NC(=O)c1ccc(OCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,6.28,6.28,6.28,10151,2738891,CHEMBL1124621
495,ZINC000029332314,NCCC[C@H](NC(=O)c1ccc(OCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,6.28,6.28,6.28,10151,2738891,CHEMBL1124621
496,ZINC000029334115,Nc1nc(O)c2c(Cl)c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,7.0,7.0,7.0,10151,2738891,CHEMBL1124621
497,ZINC000029334120,Nc1nc(O)c2c(Cl)c(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,7.0,7.0,7.0,10151,2738891,CHEMBL1124621
498,ZINC000029334134,NCCC[C@@H](NC(=O)c1ccc(NC[C@@H]2CNc3nc(N)[nH]c(=O)c3C2)cc1)C(=O)O,5.7,5.7,5.7,11249,1375963,CHEMBL1126177
499,ZINC000029334139,NCCC[C@@H](NC(=O)c1ccc(NC[C@H]2CNc3nc(N)[nH]c(=O)c3C2)cc1)C(=O)O,5.7,5.7,5.7,11249,1375963,CHEMBL1126177
500,ZINC000029334152,Nc1nc(O)c2cc(CNc3ccc(C(=O)N[C@H](CCS(=O)(=O)O)C(=O)O)cc3)cnc2n1,6.4,6.4,6.4,11764,1578484,CHEMBL1125453
501,ZINC000029336451,NCCC[C@@H](NC(=O)c1ccc(NCc2ccc3nc(N)[nH]c(=O)c3c2Cl)cc1)C(=O)O,6.37,6.37,6.37,10151,2738891,CHEMBL1124621
502,ZINC000029337132,NCCC[C@@H](NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3c2Cl)cc1)C(=O)O,8.52,8.52,8.52,10151,2738891,CHEMBL1124621
503,ZINC000029337136,NCCC[C@H](NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3c2Cl)cc1)C(=O)O,8.52,8.52,8.52,10151,2738891,CHEMBL1124621
504,ZINC000029341522,NCCC[C@@H](NC(=O)c1ccc(SCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,5.82,5.82,5.82,10151,2738891,CHEMBL1124621
505,ZINC000029341525,NCCC[C@H](NC(=O)c1ccc(SCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,5.82,5.82,5.82,10151,2738891,CHEMBL1124621
506,ZINC000029341528,NCCC[C@@H](NC(=O)c1ccc(SCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,5.42,5.42,5.42,10151,2738891,CHEMBL1124621
507,ZINC000029341532,NCCC[C@H](NC(=O)c1ccc(SCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,5.42,5.42,5.42,10151,2738891,CHEMBL1124621
508,ZINC000029397823,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,7.94,7.94,7.94,12397,8035423,CHEMBL1127804
509,ZINC000029398487,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,7.94,7.94,7.94,12397,8035423,CHEMBL1127804
510,ZINC000029464457,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.47,6.47,6.47,9084,3091832,CHEMBL1123439
511,ZINC000029464460,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.47,6.47,6.47,9084,3091832,CHEMBL1123439
512,ZINC000029464463,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.47,6.47,6.47,9084,3091832,CHEMBL1123439
513,ZINC000029464466,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.47,6.47,6.47,9084,3091832,CHEMBL1123439
514,ZINC000029470636,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC=O)C(=O)O)cc1,6.19,6.19,6.19,9084,3091832,CHEMBL1123439
515,ZINC000029470640,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC=O)C(=O)O)cc1,6.19,6.19,6.19,9084,3091832,CHEMBL1123439
516,ZINC000029471912,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.43,6.43,6.43,9084,3091832,CHEMBL1123439
517,ZINC000029471920,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.43,6.43,6.43,9084,3091832,CHEMBL1123439
518,ZINC000029559584,COc1cc(C)c2ccc(Cc3cnc(N)nc3N)cc2n1,6.52,6.52,6.52,10207,2502633,CHEMBL1124567
519,ZINC000029559588,Cc1cc(N2CCOCC2)nc2cc(Cc3cnc(N)nc3N)ccc12,6.2,6.2,6.2,10207,2502633,CHEMBL1124567
520,ZINC000029561284,COc1cc(C)nc2c(OC)cc(Cc3cnc(N)nc3N)cc12,6.27,6.27,6.27,10207,2502633,CHEMBL1124567
521,ZINC000029561521,Nc1cc(N)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,6.0,6.0,6.0,16939,11960504,CHEMBL1135938
522,ZINC000029561523,Nc1cc(N)c2c(CCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)coc2n1,6.0,6.0,6.0,16939,11960504,CHEMBL1135938
523,ZINC000029562185,CC[C@@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.66,6.66,6.66,16939,11960504,CHEMBL1135938
524,ZINC000029562189,CC[C@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.66,6.66,6.66,16939,11960504,CHEMBL1135938
525,ZINC000029562192,CC[C@@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.66,6.66,6.66,16939,11960504,CHEMBL1135938
526,ZINC000029562195,CC[C@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.66,6.66,6.66,16939,11960504,CHEMBL1135938
527,ZINC000029565145,CCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@H](C)C2,6.96,6.96,6.96,10209,2754716,CHEMBL1124568
528,ZINC000029565148,CCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@@H](C)C2,6.96,6.96,6.96,10209,2754716,CHEMBL1124568
529,ZINC000029565525,COc1cc(Cc2cnc(N)nc2N)cc2c(N(C)C)cc(C)nc12,6.85,6.85,6.85,10207,2502633,CHEMBL1124567
530,ZINC000029566400,COc1cc(C)c2cc(Cc3cnc(N)nc3N)cc(C)c2n1,5.74,5.74,5.74,10207,2502633,CHEMBL1124567
531,ZINC000029566535,CCCc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)(C)C2,7.34,7.34,7.34,10209,2754716,CHEMBL1124568
532,ZINC000029566936,C/C=C/c1cc(Cc2cnc(N)nc2N)cc(/C=C/C)c1OC,9.1,9.1,9.1,10209,2754716,CHEMBL1124568
533,ZINC000029567449,C[C@@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,16939,11960504,CHEMBL1135938
534,ZINC000029567453,C[C@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,16939,11960504,CHEMBL1135938
535,ZINC000029567456,C[C@@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,16939,11960504,CHEMBL1135938
536,ZINC000029567458,C[C@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,16939,11960504,CHEMBL1135938
537,ZINC000029567721,CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@H](C)C2,7.18,7.18,7.18,10209,2754716,CHEMBL1124568
538,ZINC000029567725,CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@@H](C)C2,7.18,7.18,7.18,10209,2754716,CHEMBL1124568
539,ZINC000029568789,Cc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)(C)C2,6.72,6.72,6.72,10209,2754716,CHEMBL1124568
540,ZINC000029568793,CCOc1cc(Cc2cnc(N)nc2N)cc2c1OCO2,6.85,6.85,6.85,10209,2754716,CHEMBL1124568
541,ZINC000031910584,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1cc(OC)c(OC)c(OC)c1,5.4,5.4,5.4,77028,24531230,CHEMBL3120154
542,ZINC000031910587,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(Cl)cc1,5.4,5.4,5.4,77028,24531230,CHEMBL3120154
543,ZINC000031910590,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC)cc1,5.52,5.52,5.52,77028,24531230,CHEMBL3120154
544,ZINC000032017223,Nc1nc(N)c2c(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)coc2n1,6.35,6.35,6.35,12782,8164259,CHEMBL1127819
545,ZINC000033769556,CCOC(=O)CSC1=N[C@H](c2ccccc2)C(C(=O)OCC)=C(C)N1,6.08,6.08,6.08,69872,None,CHEMBL3045961
546,ZINC000033769557,CCOC(=O)CSC1=N[C@@H](c2ccccc2)C(C(=O)OCC)=C(C)N1,6.08,6.08,6.08,69872,None,CHEMBL3045961
547,ZINC000034074108,COc1ccccc1/C(C)=C/c1coc2nc(N)nc(N)c12,5.8,5.8,5.8,49279,19748785,CHEMBL1152608
548,ZINC000034085595,C/C(=C/c1coc2nc(N)nc(N)c12)c1cccc2ccccc12,5.0,5.0,5.0,50525,20166671,CHEMBL1155389
549,ZINC000034633889,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1,5.85,5.85,5.849999999999999,44687,18834108,CHEMBL1142493
550,ZINC000034801948,CCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,5.95,7.01,6.55,15190,10543874,CHEMBL1132445
551,ZINC000034801949,CCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,6.88,6.21,6.4075,15190,10543874,CHEMBL1132445
552,ZINC000034801954,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](C(=O)O)[C@H](O)CC(=O)O)cc1,8.28,8.28,8.28,10743,1992121,CHEMBL1125907
553,ZINC000034801955,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](C(=O)O)[C@H](O)CC(=O)O)cc1,8.28,8.28,8.28,10743,1992121,CHEMBL1125907
554,ZINC000034801962,CCCCCCCOc1cccc(Cc2c(N)nc(N)nc2CC)c1,7.72,6.15,6.8975,15190,10543874,CHEMBL1132445
555,ZINC000034801963,CCCCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,5.65,6.12,6.140000000000001,15190,10543874,CHEMBL1132445
556,ZINC000034801964,CCCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,7.44,6.0,6.626666666666668,15190,10543874,CHEMBL1132445
557,ZINC000034801965,CCCCCCCOc1cccc(Cc2c(C)nc(N)nc2N)c1,6.0,7.12,6.3425,15190,10543874,CHEMBL1132445
558,ZINC000034801980,O=C1OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2cccc3cccc1c23,5.02,5.02,5.02,31880,17004711,CHEMBL1137378
559,ZINC000034801981,O=C1OC(c2ccc(O)c(I)c2)(c2ccc(O)c(I)c2)c2c1ccc1ccccc21,5.41,5.41,5.41,31880,17004711,CHEMBL1137378
560,ZINC000034875815,CCOC(=O)CCCOc1cc(NCc2ccc3nc(N)nc(N)c3c2)ccc1OC,7.17,8.02,7.595,51527,20452776,CHEMBL1165926
561,ZINC000036113728,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](C[C@H](F)C(=O)O)C(=O)O)cc1,8.87,8.87,8.87,13371,8568827,CHEMBL1129679
562,ZINC000038247831,COc1ccccc1/C(C)=C\c1coc2nc(N)nc(N)c12,5.72,6.3,6.01,49279,19748785,CHEMBL1152608
563,ZINC000038262552,Nc1nc2[nH]cc(Cc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,6.19,6.19,6.19,90739,25127103,CHEMBL3351290
564,ZINC000038784031,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,6.25,6.25,6.25,45252,18800768,CHEMBL1140135
565,ZINC000039273512,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.72,7.72,7.72,47619,19719239,CHEMBL1151945
566,ZINC000040186681,Nc1nc(N)c2ccc(-c3ccccc3)cc2n1,6.13,6.13,6.13,58709,21831637,CHEMBL1817628
567,ZINC000040392373,COc1cc(-c2ccccc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.87,5.77,5.82,44687,18834108,CHEMBL1142493
568,ZINC000040402041,CCCc1c(Sc2c(Cl)cccc2Cl)[nH]c2nc(N)nc(N)c12,5.59,5.59,5.59,43976,18605720,CHEMBL1155823
569,ZINC000040402047,C=CCN(C[C@H]1CCc2nc(N)nc(N)c2N1CC=C)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.67,5.67,5.67,46340,18555562,CHEMBL1153868
570,ZINC000040402051,C=CCN(C[C@@H]1CCc2nc(N)nc(N)c2N1CC=C)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.67,5.67,5.67,46340,18555562,CHEMBL1153868
571,ZINC000040414338,COc1cc(-c2ccccc2C)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.87,5.87,5.87,44687,18834108,CHEMBL1142493
572,ZINC000040414341,COc1cc(-c2ccccc2C)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.87,5.87,5.87,44687,18834108,CHEMBL1142493
573,ZINC000040421806,CCc1nc(N)nc(N)c1C#CCc1cccc(OC)c1OC,6.89,6.89,6.89,45337,19007108,CHEMBL1140220
574,ZINC000040423090,CCc1nc(N)nc(N)c1C#CCc1cc(OC)c(OC)c(OC)c1,7.24,7.24,7.24,45337,19007108,CHEMBL1140220
575,ZINC000040423104,COc1ccc(OC)c(CC#Cc2cnc(N)nc2N)c1,5.49,5.49,5.49,45337,19007108,CHEMBL1140220
576,ZINC000040423229,COc1ccc(OC)c(CC#Cc2c(C)nc(N)nc2N)c1,5.89,5.89,5.89,45337,19007108,CHEMBL1140220
