molecule_chembl_id,smiles,pKi_mean_value,mean_Ki_value,target_organism
CHEMBL594320,COc1ccccc1C(=Cc1coc2nc(=N)[nH]c(N)c12)C1CC1,5.886056647693163,1300.0,Homo sapiens
CHEMBL595497,CCCC(=Cc1coc2nc(=N)[nH]c(N)c12)c1ccccc1OC,5.795880017344075,1600.0,Homo sapiens
CHEMBL605413,CCCC(Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.6020599913279625,2500.0,Homo sapiens
CHEMBL604879,CCCCC(=Cc1coc2nc(=N)[nH]c(N)c12)c1ccccc1OC,5.366531544420413,4300.0,Homo sapiens
CHEMBL594339,CCC(C)C(Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.337242168318426,4600.0,Homo sapiens
CHEMBL606362,COc1ccccc1C(Cc1coc2nc(N)nc(N)c12)CC(C)C,5.275724130399211,5300.0,Homo sapiens
CHEMBL593154,COc1ccccc1C(=Cc1coc2nc(=N)[nH]c(N)c12)CC(C)C,4.958607314841775,11000.0,Homo sapiens
CHEMBL594790,CCCCC(Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,4.920818753952375,12000.0,Homo sapiens
CHEMBL1163286,COc1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1OC,7.928117992693874,11.8,Homo sapiens
CHEMBL1165388,CCOC(=O)CCCOc1cc(NCc2ccc3nc(N)nc(N)c3c2)ccc1OC,8.017728766960431,9.6,Homo sapiens
CHEMBL1165305,COC(=O)CCCCOc1cc(NCc2ccc3nc(N)nc(N)c3c2)ccc1OC,7.886056647693163,13.0,Homo sapiens
CHEMBL1165306,COC(=O)c1ccc(COc2cc(NCc3ccc4nc(N)nc(N)c4c3)ccc2OC)cc1,7.610833915635467,24.5,Homo sapiens
CHEMBL1164234,CCCN(Cc1ccc2nc(N)nc(N)c2c1)c1ccc(OC)c(OCCCCC(=O)OC)c1,6.7258421507363195,188.0,Homo sapiens
CHEMBL1164279,COc1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1OCCCC(=O)O,7.302770657240282,49.8,Homo sapiens
CHEMBL138060,COc1ccc(OC)c(CNc2ccc3nc(N)nc(N)c3c2Cl)c1,7.991399828238082,10.2,Homo sapiens
CHEMBL129788,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,8.113509274827518,7.7,Homo sapiens
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,7.2549252084179425,55.6,Homo sapiens
CHEMBL1818129,CCOc1ccc(C(=O)N(CC)CC)cc1-c1cc2nc(N)nc(N)c2cc1C,7.468521082957745,34.0,Homo sapiens
CHEMBL1818128,CCOc1ccc2ccccc2c1-c1cc2nc(N)nc(N)c2cc1C,8.346787486224656,4.5,Homo sapiens
CHEMBL1818127,CCOc1ccc(-c2cccc(NS(C)(=O)=O)c2)cc1-c1ccc2c(N)nc(N)nc2c1,8.236572006437063,5.8,Homo sapiens
CHEMBL1818126,CCOc1ccc(-c2cccnc2)cc1-c1ccc2c(N)nc(N)nc2c1,7.995678626217357,10.1,Homo sapiens
CHEMBL1818125,CCOc1ccc2[nH]ccc2c1-c1cc2nc(N)nc(N)c2cc1C,6.610833915635467,245.0,Homo sapiens
CHEMBL1818124,CCOc1ccc(Br)cc1-c1cc2nc(N)nc(N)c2cc1C,7.954677021213342,11.1,Homo sapiens
CHEMBL1818123,CCOc1ccc(C)cc1-c1cc2nc(N)nc(N)c2cc1C,7.653647025549361,22.2,Homo sapiens
CHEMBL1818122,CCOc1ccc(Cl)cc1-c1cc2nc(N)nc(N)c2cc1C,7.954677021213342,11.1,Homo sapiens
CHEMBL1818121,CCOc1ccc(C=O)cc1-c1cc2nc(N)nc(N)c2cc1C,7.920818753952375,12.0,Homo sapiens
CHEMBL1818120,CC(=O)c1cccc(-c2cc3nc(N)nc(N)c3cc2C)c1,7.580044251510242,26.3,Homo sapiens
CHEMBL1818119,CC(=O)c1cccc(-c2ccc3c(N)nc(N)nc3c2)c1,6.490797477668897,323.0,Homo sapiens
CHEMBL1818106,Cc1cc2c(N)nc(N)nc2cc1-c1ccccc1C(C)C,7.679853713888946,20.9,Homo sapiens
CHEMBL1818118,CCOc1ccccc1-c1ccc2c(N)nc(N)nc2c1,7.070581074285707,85.0,Homo sapiens
CHEMBL1818117,CCc1ccccc1-c1cc2nc(N)nc(N)c2cc1C,7.386158178123931,41.1,Homo sapiens
CHEMBL1818116,Cc1ccccc1-c1cc2nc(N)nc(N)c2cc1C,7.0195421077239,95.6,Homo sapiens
CHEMBL1818115,COc1ccc(OC)c(-c2cc3nc(N)nc(N)c3cc2C)c1,7.560667306169737,27.5,Homo sapiens
CHEMBL1818114,COc1ccc(-c2cc3nc(N)nc(N)c3cc2C)cc1OC,7.913640169325252,12.2,Homo sapiens
CHEMBL1818113,COc1ccccc1-c1ccc2c(N)nc(N)nc2c1,5.943857737940948,1138.0,Homo sapiens
CHEMBL1818112,Cc1cc2c(N)nc(N)nc2cc1-c1ccc(S(C)(=O)=O)cc1,7.355561410532161,44.1,Homo sapiens
CHEMBL1818111,CS(=O)(=O)c1ccc(-c2ccc3c(N)nc(N)nc3c2)cc1,6.596879478824182,253.0,Homo sapiens
CHEMBL1818110,Cc1cc2c(N)nc(N)nc2cc1-c1ccc(N)cc1,6.860120913598763,138.0,Homo sapiens
CHEMBL1818109,Nc1ccc(-c2ccc3c(N)nc(N)nc3c2)cc1,6.153662887870195,702.0,Homo sapiens
CHEMBL134561,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,6.110698297493689,775.0,Homo sapiens
CHEMBL1818107,Nc1nc(N)c2ccc(-c3ccccc3)cc2n1,6.129011186239424,743.0,Homo sapiens
CHEMBL1818108,Cc1cc2c(N)nc(N)nc2cc1-c1ccccc1,6.889410289700751,129.0,Homo sapiens
CHEMBL2178604,Nc1nc(N)c2nc(CNc3ccc(C(=O)N4CCC(C(=O)O)CC4)cc3)cnc2n1,6.229147988357855,590.0,Homo sapiens
CHEMBL2178603,CCc1ccc(NCc2cnc3nc(N)nc(N)c3n2)cc1C(=O)N1CCC(C(=O)OC)CC1,5.329754146925875,4680.0,Homo sapiens
CHEMBL2178602,COC(=O)C1CCN(C(=O)c2ccc(N(CCO)Cc3cnc4nc(N)nc(N)c4n3)cc2)CC1,5.363512103646634,4330.0,Homo sapiens
CHEMBL2178599,NC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,4.811634073936852,15430.0,Homo sapiens
CHEMBL1232702,COC(=O)C1CCN(C(=O)c2ccc(N(C)Cc3cnc4nc(N)nc(N)c4n3)cc2)CC1,6.096910013008056,800.0,Homo sapiens
CHEMBL1232399,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,5.0,10000.0,Homo sapiens
CHEMBL3121457,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(CC(=O)OCC)cc1,5.522878745280337,3000.0,Homo sapiens
CHEMBL3121455,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1cc(OC)c(OC)c(OC)c1,5.3979400086720375,4000.0,Homo sapiens
CHEMBL3121454,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC)c(OC)c1,5.522878745280337,3000.0,Homo sapiens
CHEMBL3121453,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)c(F)c1,5.096910013008056,8000.0,Homo sapiens
CHEMBL3121452,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC(F)(F)F)cc1,5.3979400086720375,4000.0,Homo sapiens
CHEMBL3121451,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC)cc1,5.522878745280337,3000.0,Homo sapiens
CHEMBL3121450,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)cc1,5.096910013008056,8000.0,Homo sapiens
CHEMBL3121449,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(Cl)cc1,5.3979400086720375,4000.0,Homo sapiens
CHEMBL3121448,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccccc1Cl,5.698970004336019,2000.0,Homo sapiens
CHEMBL3121447,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(C)cc1,5.221848749616356,6000.0,Homo sapiens
CHEMBL3121446,CCOC(=O)CC[C@H](NC(=O)c1ccc(N(CC)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1)C(=O)OCC,5.3979400086720375,4000.0,Homo sapiens
CHEMBL3121445,CCOC(=O)Cc1ccc(N(CC)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1,5.522878745280337,3000.0,Homo sapiens
CHEMBL3121444,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1cc(OC)c(OC)c(OC)c1,5.221848749616356,6000.0,Homo sapiens
CHEMBL3121443,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC)c(OC)c1,5.3979400086720375,4000.0,Homo sapiens
CHEMBL3121442,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)c(F)c1,5.301029995663981,5000.0,Homo sapiens
CHEMBL3121471,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC(F)(F)F)cc1,5.301029995663981,5000.0,Homo sapiens
CHEMBL3121470,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC)cc1,5.154901959985743,7000.0,Homo sapiens
CHEMBL3121469,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)cc1,5.522878745280337,3000.0,Homo sapiens
CHEMBL3121468,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(Cl)cc1,5.522878745280337,3000.0,Homo sapiens
CHEMBL3121467,CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(C)cc1,5.3979400086720375,4000.0,Homo sapiens
CHEMBL3121466,Cc1ccc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1,4.958607314841775,11000.0,Homo sapiens
CHEMBL3121464,COc1cc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc(OC)c1OC,5.301029995663981,5000.0,Homo sapiens
CHEMBL3121463,COc1ccc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1OC,5.096910013008056,8000.0,Homo sapiens
CHEMBL3121462,CN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)c(F)c1,5.3979400086720375,4000.0,Homo sapiens
CHEMBL3121461,CN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC(F)(F)F)cc1,5.522878745280337,3000.0,Homo sapiens
CHEMBL3121460,COc1ccc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1,5.522878745280337,3000.0,Homo sapiens
CHEMBL3121459,CN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(F)cc1,5.301029995663981,5000.0,Homo sapiens
CHEMBL3121458,CN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(Cl)cc1,5.301029995663981,5000.0,Homo sapiens
CHEMBL3121472,CCOC(=O)CC[C@H](NC(=O)c1ccc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1)C(=O)OCC,6.698970004336019,200.0,Homo sapiens
CHEMBL3127915,COc1ccc(-c2nc3cc(C)c(C)cc3n2-c2ccc3c(N)nc(N)nc3c2)cc1,5.63846102873072,2299.0,Homo sapiens
CHEMBL3127914,Cc1cc2nc(-c3ccncc3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.359518563029578,437.0,Homo sapiens
CHEMBL3127913,Cc1cc2nc(-c3cccnc3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.80576325127617,1564.0,Homo sapiens
CHEMBL3127912,Cc1cc2nc(-c3ccccn3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.242603971206975,572.0,Homo sapiens
CHEMBL3128027,Cc1cc2nc(-c3cncn3C)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.534319788401723,2922.0,Homo sapiens
CHEMBL3128026,Cc1cc2nc(-c3ccsc3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.178486471595226,663.0,Homo sapiens
CHEMBL3128025,Cc1cc2nc(-c3cccs3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.988852639224202,1026.0,Homo sapiens
CHEMBL3128024,Cc1cc2nc(-c3ccoc3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.140861702705469,723.0,Homo sapiens
CHEMBL3128023,Cc1cc2nc(-c3ccco3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,6.0254883072626715,943.0,Homo sapiens
CHEMBL3128022,Cc1cc2nc(-c3cscn3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.9582126810282485,1101.0,Homo sapiens
CHEMBL3128021,Cc1cc2nc(-c3nccs3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,7.031517051446065,93.0,Homo sapiens
CHEMBL3128020,Cc1cc2ncn(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.793984123236656,1607.0,Homo sapiens
CHEMBL3127910,COc1cc2nc(-c3ccccn3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1OC,6.075204004202088,841.0,Homo sapiens
CHEMBL3127909,COc1cc2nc(-c3ccco3)n(-c3cc4nc(N)nc(N)c4cc3Cl)c2cc1OC,6.214670164989233,610.0,Homo sapiens
CHEMBL3128018,COc1cc2nc(-c3nccs3)n(-c3cc4nc(N)nc(N)c4cc3Cl)c2cc1OC,6.494850021680094,320.0,Homo sapiens
CHEMBL3128017,COc1cc2nc(-c3nccs3)n(-c3cc4nc(N)nc(N)c4cc3C)c2cc1OC,6.769551078621726,170.0,Homo sapiens
CHEMBL3128016,COc1cc2nc(-c3nccs3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1OC,6.068542129310995,854.0,Homo sapiens
CHEMBL3128014,Cc1cc2nc(-c3nccs3)n(-c3cc4nc(N)nc(N)c4cc3Cl)c2cc1C,8.119186407719209,7.6,Homo sapiens
