smiles	nubbe_id
CC1(C)OC(=O)[C@]2(/C=C/C(=O)OC)[C@H]1CC(=O)[C@]1(C)[C@H]2[C@H](OC(=O)C)C[C@]2(C)[C@]31O[C@@H]3C(=O)O[C@H]2c1cocc1	NuBBE_1335
O=C1c2c(N([C@@H]3N1CCc1c3[nH]c3c1cccc3)C)cccc2	NuBBE_1336
O(C/C=C(/CCC=C(C)C)\C)c1cc2oc(=O)ccc2cc1	NuBBE_1337
CC1=CC[C@H](C(C)C)c2cc(C)ccc12	NuBBE_1338
C=C1c2ccc(C)cc2[C@H](C(C)C)CC1	NuBBE_1339
C[C@@]12[C@H]([C@@H]3[C@@](CC1)(C)CC[C@H]3C(=C)C)CC[C@@H]1[C@]2(C)CC[C@H]2[C@@]1(C)CC[C@@H](C2(C)C)O	NuBBE_133
C[C@@H]1c2ccc(C)cc2C(=CC1)C(C)C	NuBBE_1340
Cc1ccc(C(C)C)c2c1ccc(C)c2	NuBBE_1341
Oc1c(cc(C)cc1)[C@@H](C(C)C)CCC(=O)C	NuBBE_1342
Cc1cc(O)c([C@@H](C)CCC(=O)C(C)C)cc1	NuBBE_1343
COc1c2c(ccc1)c1c(c(=O)n2COC(=O)C)C=CC(O1)(C)C	NuBBE_1344
COc1cccc2c3c(C=CC(C)(C)O3)c(=O)[nH]c12	NuBBE_1345
O=C(O[C@H]1C[C@H](C(C)C)C=CC1=C)Cc1ccccc1	NuBBE_1346
CC1(C)[C@H](CC[C@]2(C)[C@@H]1CC[C@@]1(C)[C@H]2CC=C2[C@]1(C)CC[C@]1(C)[C@H]2[C@@H](C)[C@H](C)CC1)OC(=O)Cc1ccccc1	NuBBE_1347
CC1([C@@H](OC(=O)Cc2ccccc2)CC[C@@]2([C@@H]1CC[C@@]1([C@H]2CC=C2[C@@]1(CC[C@@]1([C@H]2CC(C)(CC1)C)C)C)C)C)C	NuBBE_1348
CC1(C)[C@@H](O)CC[C@]2(C)[C@@H]1CC[C@@]1(C)[C@H]2[C@@H](O)C=C2[C@]1(C)C[C@H](O)[C@]1(C)[C@H]2[C@@H](C)[C@H](C)CC1	NuBBE_1349
OC(=O)/C=C/c1cc(O)c(cc1)O	NuBBE_134
C[C@H]1CCC2=C1C[C@H](C(C)(C)O)CC[C@@H]2C	NuBBE_1350
C[C@@H]1[C@@]2(C(=CCC1)C)C[C@@H](CC2)C(O)(C)C	NuBBE_1351
C[C@]12C(=C(C)CCC2)C[C@H](C(C)(O)C)CC1	NuBBE_1352
CC1([C@H](O)CC[C@@]2([C@@H]1CC[C@@]1([C@H]2CC=C2[C@@]1(C[C@@H]([C@@]1([C@H]2[C@H]([C@@H](CC1)C)C)C)O)C)C)C)C	NuBBE_1353
CC1([C@H](O)CC[C@@]2([C@@H]1CC[C@@]1([C@H]2CC=C2[C@@]1(C[C@@H]([C@@]1([C@H]2CC(C)(CC1)C)C)O)C)C)C)C	NuBBE_1354
CC1(C)[C@@H](OC(=O)C)CC[C@]2(C)[C@H]1CC[C@]1(C)C2=CC=C2[C@@]1(C)C[C@H](OC(=O)C)[C@@]1(C)[C@@H]2[C@@H](C)[C@H](C)CC1	NuBBE_1355
CC1([C@H](OC(=O)C)CC[C@@]2([C@@H]1CC[C@@]1([C@H]2CC=C2[C@@]1(C[C@@H]([C@@]1([C@H]2[C@H]([C@H](CC1)C)C)C)OC(=O)C)C)C)C)C	NuBBE_1356
CC1([C@H](OC(=O)C)CC[C@@]2([C@@H]1CC[C@@]1([C@H]2CC=C2[C@@]1(C[C@@H]([C@@]1([C@H]2CC(C)(CC1)C)C)OC(=O)C)C)C)C)C	NuBBE_1357
O=C1CCC[C@@H]2N1C[C@H]1C[C@@H]2C[N@@]2CCCC[C@@H]12	NuBBE_1358
O=C(C)N1CCCC(=C1)[C@@H]1[C@@H]2[C@@H]3CCCC[N@]3C[C@@H](C2)[C@H]2[N@]1CCCC2	NuBBE_1359
OC(=O)/C=C/c1cc(OC)c(cc1)O	NuBBE_135
O=C(C)N1CCCC(=C1)[C@@H]1[C@@H]2[C@H]3C[C@@H](O)CC[N@]3C[C@@H](C2)[C@H]2[N@]1CCCC2	NuBBE_1360
C=CC[C@@H]1N(C[C@H]2C[C@@H]1[C@@H](C1=CN(C(=O)C)CCC1)[N@]1[C@H]2CCCC1)C	NuBBE_1361
C(C=C)[C@H]1[C@@H]2[C@@H]([N@@]3[C@H]4[N@]1C[C@H](C2)[C@H]3CCC4)C1=CN(C(=O)C)CCC1	NuBBE_1362
C=CC[C@@H]1[C@@H]2C[C@@]3(CC=C)[N@@](C2)[C@H]2[N@@]1[C@@H]3/C(=C/NC(=O)C)/CC2	NuBBE_1363
O=C1C(=C2C(=C([C@@]1(C[C@@H]1C(C)(C)[C@H](C1)C(=C)C)CC=C(C)C)OC)C(=O)[C@@H]([C@H](O2)C)C)[C@@H](CC(=O)OC)CCCCCC	NuBBE_1364
O[C@@]12[C@@]34[C@H](CC[C@]1([C@H](c1cocc1)OC(=O)C2)C)[C@]12[C@]([C@](OOC(=O)C)([C@@H](OC(=O)C)C(C)(C)[C@@H]1CC(=O)OC2)C3)(O)O4	NuBBE_1365
O=C1C[C@@]2(O)[C@@]3(O)[C@@H]([C@]4(C)[C@]5(O)C[C@@]([C@H]([C@@H]([C@H]35)O)O)(C)[C@@H]4[C@H](C(=O)OC)O)CC[C@]2(C)[C@H](c2cocc2)O1	NuBBE_1366
Oc1c(ccc(OC)c1)/C=C/C=O	NuBBE_1367
O=C(OCc1ccccc1)C[C@]1(O)c2ccccc2-c2ccccc2C1=O	NuBBE_1368
O=C1C=C2C3=C([C@@]4([C@@H](CC(=O)OC)[C@]([C@@H](OC(=O)C)C(=O)C)(C)C[C@]4(O)O3)C)CC[C@@]2(C)[C@H](c2cocc2)O1	NuBBE_1369
OC(=O)/C=C/c1cc(OC)c(O)c(OC)c1	NuBBE_136
O=C(OC(C)(C)C)C[C@]1(O)c2ccccc2-c2ccccc2C1=O	NuBBE_1370
O=C(OCC)C[C@]1(O)c2ccccc2-c2ccccc2C1=O	NuBBE_1371
O=c1cc(c2c(cc(cc2o1)OC)C)OC	NuBBE_1372
O=C(CCCC)C[C@]1(O)c2ccccc2-c2ccccc2C1=O	NuBBE_1373
O([C@H]1[C@H](O)[C@H](O)[C@H]([C@@H](O1)C)O)[C@@H]1[C@@H](Oc2c(C1=O)c(O)cc(c2)O)c1cc(O)c(cc1)O	NuBBE_1374
CCCCCCCO	NuBBE_1375
CC[C@@H](O)CCC	NuBBE_1376
CC(OCC)OCC	NuBBE_1377
CCCCCCC=O	NuBBE_1378
CCCCCC=O	NuBBE_1379
Oc1ccc(/C=C/C(=O)O[C@H]2[C@H](O)[C@H](O)C[C@](C(=O)O)(O)C2)cc1O	NuBBE_137
CC(=CCC[C@@](O)(C)C=C)C	NuBBE_1380
CC(=CCC/C(=C\C=O)/C)C	NuBBE_1381
CCCCCCCCC=O	NuBBE_1382
CCCCCCCC=O	NuBBE_1383
CCC/C=C/C=O	NuBBE_1384
CC(=CCC/C(=C/C=O)/C)C	NuBBE_1385
CC(=O)OCC	NuBBE_1386
C[C@@]12[C@@H](CC[C@@H]1[C@@H](CC[C@@H](C)C(C)C)C)[C@H]1[C@H]([C@@]3(C(=CC(=O)CC3)CC1)C)CC2	NuBBE_1387
CC(=CCC/C(=C/COC(=O)C)/C)C	NuBBE_1388
CC(=O)O[C@@](C=C)(C)CCC=C(C)C	NuBBE_1389
Oc1cc(C(=O)O)cc(O)c1O	NuBBE_138
C[C@]12[C@H](CCC(=C)[C@@H]3[C@H](C(C)(C)C3)CC1)O2	NuBBE_1392
C[C@@]12[C@H](O1)CC(C)(C)C=CC/C(=C/CC2)/C	NuBBE_1394
C(=O)(O)[C@@H]1C[C@H](CN1C)O	NuBBE_1395
CC1(C)[C@H]2[C@@H]1CCC(=C)[C@H]1[C@H]2[C@@](C)(O)CC1	NuBBE_1396
O=c1c2c([nH]c(c1)CCCCCCCCCCCCC[C@@](C(C)C)(C)O)cccc2	NuBBE_1397
O=c1c2c([nH]c(c1OC)CCCCCCCCCCCC(C)(C)O)cccc2	NuBBE_1398
O=c1c2c([nH]c(c1)CCCCCCCCCCCC(C)(C)O)cccc2	NuBBE_1399
O=C1c2c(O[C@@H]([C@H]1O)c1cc(O)c(cc1)O)cc(cc2O)O	NuBBE_139
c1c(c(OC)cc([C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)c2cc3c(cc2)OCO3)c1)OC	NuBBE_13
O=c1c2c(n3c(c1)CC[C@@H](C3)CC/C=C\CC)ccc(c2)OC	NuBBE_1400
C([C@]1(SC)C(=O)N(C)[C@H](C(=O)N1C)SC)c1ccc(cc1)OCC=C(C)C	NuBBE_1401
C(C)(C)[C@@H]1[C@@H]2[C@H](C(=C)CC1)CCC(=C2)C	NuBBE_1403
C(=C)(C)[C@@H]1[C@](C=C)(C)CCC(=C1)C(C)C	NuBBE_1404
C[C@]12[C@@H]([C@H]3[C@@H](CC1)[C@]1(C)C(=CC3=O)C[C@H](CC1)O)CC[C@@H]2[C@@H](CC[C@@H](C(C)C)CC)C	NuBBE_1405
C[C@]12[C@@](C)([C@@H](CC1)[C@H]1[C@H](OC)O[C@H](C1)[C@@H](C(OC)(C)C)O)CC[C@H]1C2=CC[C@H]2[C@]1(C)CCC(=O)C2(C)C	NuBBE_1406
CC1=CC=C2[C@@](/C/1=C\C(=O)O)(CC[C@]1([C@@]2(CC[C@]2(C)[C@@H]1C[C@@H](C)C(=O)C2)C)C)C	NuBBE_1407
O=c1ccc2c(o1)c1c(cc2)occ1	NuBBE_1408
CC(=CCC[C@@H](C)CCO)C	NuBBE_1409
O=C1[C@]2(Oc3c4c(ccc3C(=O)O2)OC(C=C4)(C)C)COc2c1cc(c(c2)OC)OC	NuBBE_1410
CC1(Oc2c(C=C1)c1c(cc2)C(=O)[C@@]2(O1)C(=O)c1cc(OC)c(OC)cc1OC2)C	NuBBE_1411
O=C1c2cc(OC)c(OC)cc2OC[C@]21Oc1c(C2=O)ccc2c1C[C@H](C(=C)C)O2	NuBBE_1412
CC1(C)C=Cc2c3c(ccc2O1)C(=O)[C@@H]1[C@H](O3)COc2c1cc(OC)c(OC)c2	NuBBE_1413
O=C1c2ccc3c(C[C@H](C(=C)C)O3)c2O[C@@H]2COc3c([C@H]12)cc(OC)c(OC)c3	NuBBE_1414
Oc1cc(O)c2c(OC[C@@]3(c4cc5c(OCO5)cc4C3)C2=O)c1	NuBBE_1415
[C@@H]12[C@@H](c3ccc4OCOc4c3)OC[C@@H]1[C@H](c1ccc3c(OCO3)c1)OC2	NuBBE_1416
C(=C)(C)[C@@H]1[C@](C=C)(C)CCC(=C(C)C)C1	NuBBE_1417
[C@@H]12[C@@H](c3ccc(c(OC)c3)OC)OC[C@@H]1[C@H](c1ccc3c(OCO3)c1)OC2	NuBBE_1418
O(C)c1cc(ccc1OCC=C(C)C)[C@@H]1[C@@H]2[C@H](CO1)[C@H](OC2)c1cc2c(cc1)OCO2	NuBBE_1419
O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(OC)c(O)c1	NuBBE_141
[C@@H]12[C@@H]([C@H](OC1)c1cc3c(cc1)OCO3)CO[C@H]2c1cc2c(cc1)OCO2	NuBBE_1420
O(C)c1cc(ccc1OC)[C@@H]1[C@@H]2[C@H](CO1)[C@@H](OC2)c1cc(OC)c(cc1)OC	NuBBE_1421
[C@H]12[C@@H](c3ccc4OCOc4c3)OC[C@H]1[C@@H](c1ccc(c(OC)c1)OC)OC2	NuBBE_1422
O(C)c1cc(ccc1OCC=C(C)C)[C@H]1[C@H]2[C@@H](CO1)[C@H](OC2)c1cc2c(cc1)OCO2	NuBBE_1423
O=c1oc2c3c(OC(C)([C@H](C3)O)C)ccc2cc1C(C)(C=C)C	NuBBE_1424
O=C1CC[C@]2(C)[C@@H](CC=C3[C@H]2CC[C@H]2[C@]3(C)CC[C@H]2[C@H]2C[C@H]([C@@H](O)C(C)(O)C)C[C@@H]2O)C1(C)C	NuBBE_1426
C[C@]12[C@@H]([C@@H](O)[C@H](C(C)C)CC1)C(=C)CC[C@H]2O	NuBBE_1427
C[C@]1(CC[C@H]([C@H]2[C@H](CC[C@@H]12)C(=O)C)C(C)C)O	NuBBE_1428
C(C)(C)[C@@H]1CC/C(=C\CCC(=C)/C=C\1)/C	NuBBE_1429
Oc1cc(O)c2c(=O)c(O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3O)O)O)CO)c(oc2c1)c1cc(O)c(cc1)O	NuBBE_142
O[C@H]1CC[C@]2(C)[C@H](CCC3=C2CC[C@]2(C)[C@]3(C)CC[C@@]3(C)[C@@H]2[C@H](C)[C@@H](C)CC3)C1(C)C	NuBBE_1430
O[C@H]1CC[C@]2(C)[C@H](CCC3=C2CC[C@]2(C)[C@]3(C)CC[C@]3(C)[C@@H]2CC(C)(C)CC3)C1(C)C	NuBBE_1431
CC(=CC[C@]1(OC)[C@H](OC(=O)C)CCc2c1nc1occc1c2OC)C	NuBBE_1432
CC1(Oc2c(C=C1)ccc1c2nc2occc2c1OC)C	NuBBE_1433
O=c1c2c(occ2)n(C)c2c1ccc1c2OC(C)(C)C=C1	NuBBE_1434
CC(=CCc1c(OC)ccc2c1nc1occc1c2OC)C	NuBBE_1435
COc1c2c(occ2)nc2c1ccc1c2OCO1	NuBBE_1436
O=c1cc(OC)c2c(n1C)c(ccc2)OC	NuBBE_1437
CC1(C)[C@@H](O)CC[C@]23C[C@@]43[C@@H](CC[C@@H]12)[C@]1([C@](CC4)(C)[C@@H](CC1)[C@H](CC[C@@H](C)C(C)C)C)C	NuBBE_1438
O[C@@H]1CCc2c(nc3occc3c2OC)[C@]1(OC)CC=C(C)C	NuBBE_1439
CC1(C)CCC[C@@]2(C)[C@H]1[C@@H](OC(=O)C)C[C@]1(C)[C@H]2CC[C@](C)(C=C)O1	NuBBE_143
O=C1C[C@@H]2[C@@](C)([C@]3([C@@]1(OC(=O)[C@H]3O)C)O)[C@@H]1[C@](C)([C@@]34O[C@H]4C[C@@H]([C@@]3(C[C@@H]1O2)C)c1cocc1)O	NuBBE_1440
O=C1C[C@@H]2[C@@](C)([C@]3([C@@]1(OC(=O)[C@H]3O)C)O)[C@@H]1[C@](C)([C@@]34O[C@H]4C[C@H]([C@@]3([C@@H](O)[C@@H]1O2)C)c1cocc1)O	NuBBE_1441
CC1(C)C(=O)C[C@H]2[C@]3([C@H]4[C@@](C)(OC(=O)C[C@H]13)[C@@]13[C@H](C[C@@H](c5cocc5)[C@]3(C)C[C@@H]4O2)O1)C	NuBBE_1442
O=c1c(OC)c(oc2c1c(OC)cc(OC)c2OC)c1ccc(c(OC)c1)OC	NuBBE_1443
Oc1cc(OC)c(c2c1c(=O)c(OC)c(o2)c1ccc(c(OC)c1)OC)OC	NuBBE_1444
COc1cc2c(c(=O)c(O)c(o2)c2cc(OC)c(c(OC)c2)OC)c(OC)c1	NuBBE_1445
[C@@H]12C(=O)c3c(cc4c(C[C@@H](O4)C(=C)C)c3O[C@@H]1COc1c2cc(c(OC)c1)OC)O	NuBBE_1448
O[C@@]12C(=O)c3c(cc4c(C[C@@H](O4)C(=C)C)c3O[C@@H]1COc1c2cc(c(OC)c1)OC)O	NuBBE_1449
CC1(C)CCC[C@@]2(C)[C@H]1[C@@H](OC(=O)CC(=O)O)C[C@]1(C)[C@H]2CC[C@](C)(C=C)O1	NuBBE_144
[C@@H]12C(=O)c3c(O)cc4c(C[C@H](C(=C)CO)O4)c3O[C@@H]1COc1c2cc(OC)c(OC)c1	NuBBE_1450
O=c1c2ccc3c(C[C@@H](C(=C)C)O3)c2oc2c1-c1cc(OC)c(OC)cc1OC2	NuBBE_1451
C[C@@]12[C@H](CC(=O)OC)[C@@]3(C)[C@@H]([C@H]([C@@H]1O[C@@H]1C2=C(C)[C@@H](C1)c1ccoc1)O)[C@@](C(=O)OC)(C)C=CC3=O	NuBBE_1452
CC1(C=Cc2c3c(C(=O)[C@]4(O)c5cc(OC)c(cc5OC[C@H]4O3)OC)ccc2O1)C	NuBBE_1453
CC1(C)C=Cc2c3c(C(=O)[C@H]4c5cc(OC)c(OC)cc5OC[C@H]4O3)c(O)cc2O1	NuBBE_1454
CC1(C)C=Cc2c3c(C(=O)[C@]4(c5cc(OC)c(OC)cc5OC[C@H]4O3)O)c(O)cc2O1	NuBBE_1455
O=C1c2c(O)c3c(OC(C)(C)C=C3)cc2O[C@H]2[C@H]1c1cc(OC)c(OC)cc1OC2	NuBBE_1456
O=c1c2ccc3c(C=CC(C)(O3)C)c2oc2c1-c1cc(OC)c(cc1OC2)OC	NuBBE_1457
O=c1c2c(cc3c(C=CC(C)(O3)C)c2oc2c1-c1cc(OC)c(cc1OC2)OC)O	NuBBE_1458
O=c1c2ccc3c(C=CC(C)(O3)C)c2oc2c1-c1cc(OC)c(cc1O[C@H]2O)OC	NuBBE_1459
CC1(C)CCC[C@@]2(C)[C@H]1[C@@H](OC(=O)CC(=O)OCCCC)C[C@]1(C)[C@H]2CC[C@](C)(C=C)O1	NuBBE_145
O=c1c2c(O)c3c(OC(C)(C)C=C3)cc2oc2c1-c1cc(OC)c(OC)cc1OC2	NuBBE_1460
O=c1c(C(C)(C)C=C)cc2c(o1)c(c(cc2)O)OC	NuBBE_1461
O=C1C(C)([C@@H]([C@@]2(C3=C[C@@H]([C@@]4(C(=CC(=O)O[C@H]4c4cocc4)[C@]3(OC2=C1)C)C)OC(=O)C)C)CC(=O)OC)C	NuBBE_1462
C[C@@]12[C@@]3([C@@]4(C)C(=CC(=O)C(C)(C)[C@@H]4CC(=O)OC)O1)[C@@]12[C@](C)([C@H](c2cocc2)OC(=O)[C@@H]1O)CC3	NuBBE_1463
C[C@@]12[C@@]3([C@@]4(C)C(=CC(=O)C(C)(C)[C@@H]4[C@@H](O)C(=O)OC)O1)[C@@]12[C@](C)([C@H](c2cocc2)OC(=O)C1)C[C@H]3OC(=O)C	NuBBE_1464
C[C@@]1(O)[C@@]23C(=CC[C@@]2([C@H](c2cocc2)OC(=O)[C@@H]3O)C)[C@@]2(C)C(=CC(=O)C(C)(C)[C@@H]2CC(=O)OC)O1	NuBBE_1465
C[C@]12C(=CC(=O)O[C@H]2c2cocc2)[C@]2(CC1)[C@@]1(C)C(=CC(=O)C(C)(C)[C@H]1CC(=O)OC)OC2=C	NuBBE_1466
C[C@]12C(=CC(=O)O[C@H]2c2cocc2)[C@]2(C[C@H]1O)[C@@]1(C)C(=CC(=O)C(C)(C)[C@H]1CC(=O)OC)OC2=C	NuBBE_1467
O=C1C([C@H](CC(=O)OC)[C@@]2(C)C3=C[C@H](O)[C@@]4(C)C(=CC(=O)O[C@H]4c4cocc4)[C@@]3(C)OC2=C1)(C)C	NuBBE_1468
C[C@@]12[C@@]3([C@]41[C@]([C@@H](OC(=O)[C@@H]4O)c1ccoc1)(CC3)C)[C@@]1(C(=CC(=O)C(C)([C@@H]1[C@@H](O)C(=O)OC)C)O2)C	NuBBE_1469
CC1([C@H](CC[C@]2([C@H]1CC[C@@]1([C@@H]2CC[C@H]2[C@]1(CC[C@@]1([C@@H]2[C@@H](CC1)C(=C)C)C(=O)O)C)C)C)O)C	NuBBE_146
O=c1cc(OC)c2c(n1OC)cccc2	NuBBE_1471
COc1cc([C@@H]2CC(=O)c3c(OC)cc(OC)cc3O2)cc(OC)c1OC	NuBBE_1472
Oc1c(CC=C(C)C)c(O)c2c(c1OC)[nH]c1c(c2=O)c(ccc1O)CC=C(C)C	NuBBE_1473
Oc1c(OC)c(OC)c(c2c1c(=O)c1cccc(O)c1[nH]2)OC	NuBBE_1474
Oc1cc(O)c2c(c1OC)[nH]c1c(c2=O)cccc1O	NuBBE_1475
Oc1cc(OC)c(c2c1c(=O)c1cccc(O)c1[nH]2)OC	NuBBE_1476
O=c1c2c(c(OC)c3OC(C)(C)C=Cc3c2)n(C)c2c1cccc2O	NuBBE_1477
Oc1c([C@H]2c3c4c(c(=O)c5c(n4C)c(O)ccc5)c(cc3OC(C2)(C)C)O)c2c(c3c1c(=O)c1c(n3C)c(O)ccc1)C=CC(O2)(C)C	NuBBE_1478
O=C(NCCc1ccc(OC/C=C(\C)/[C@@H](C(=O)C)CC=C(C)C)cc1)c1ccccc1	NuBBE_1479
COc1c(OC)c(O)c2c(=O)cc(C)oc2c1	NuBBE_147
C(=C\CCC(=C)C=C)(/CCC=C(C)C)\C	NuBBE_1480
CC1(C)Oc2cc(c3c(n(c4ccccc4c3=O)C)c2C=C1)OC	NuBBE_1481
c1c(C(=O)c2cc(OC)c(OC)c(OC)c2O)c(NC)c(O)c(O)c1	NuBBE_1482
CC1(Oc2c(C=C1)c1c(c(c2c2ccccc2)O)c(=O)c2c([nH]1)c(O)ccc2)C	NuBBE_1483
CC1(C)Oc2cc(c3c(n(c4ccccc4c3=O)C)c2C=C1)O	NuBBE_1484
CC1(Oc2c(C=C1)c1c(c(c2c2ccccc2)O)c(=O)c2c(n1C)c(O)ccc2)C	NuBBE_1485
O=C1c2ccc3O[C@@H](C(=C)C)Cc3c2O[C@@H]2[C@H]1c1c(OC2)cc(OC)c(OC)c1	NuBBE_1486
C[C@]12[C@@]3(C(=C)[C@H]([C@]4(C)[C@@H](C(C)(C(=O)C=C4)C)CC(=O)OC)[C@@H](OC(=O)C)[C@H]1OC(=O)C)[C@@H](C[C@@H]2C1=C[C@H](O)OC1=O)O3	NuBBE_1487
OC(=O)c1cc(CC=C(C)C)c2O[C@](CCC=C(C)C)(C)C=Cc2c1	NuBBE_148
O(C)c1cc(ccc1OC)[C@@H]1[C@@H]2[C@H](CO1)[C@@H](OC2)c1cc2c(cc1)OCO2	NuBBE_1492
O(C)c1cc(ccc1OCC=C(C)C)[C@@H]1[C@H]2[C@@H](CO1)[C@@H](OC2)c1cc2c(cc1)OCO2	NuBBE_1493
CC1(C)[C@H]2[C@H](C(=CCC1)C)CCC(=C2)C	NuBBE_1494
C(=C)(C)[C@H]1CC/C(=C\CC/C(=C/C1)/C)/C	NuBBE_1495
C(C)(C)[C@H]1[C@H]2C(=CCC(=C2)C)[C@H](CC1)C	NuBBE_1496
C(CCCCCCCCCC)CCCCC(=O)O	NuBBE_1497
C(CCCCCCCCCCCCC)CC(=O)OCC	NuBBE_1498
CC1(C)[C@H]2[C@H](C1)C(=C)CC/C=C(\CC2)/C	NuBBE_1499
OC(=O)c1ccc2OC(C)(C=Cc2c1)C	NuBBE_149
c1c(c(OC)cc([C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)c2cc(OC)c(cc2)OC)c1)OC	NuBBE_14
C(=C\C(=O)C)/C1=C(CCCC1(C)C)C	NuBBE_1500
C=C([C@@H]1CCC(=CC1)C)CCC=C(C)C	NuBBE_1501
C(c1c2c([nH]c1)cccc2)[C@H]1n2c(nc3c(c2=O)cccc3)[C@@H](NC1=O)C	NuBBE_1502
C(CC(=O)C[C@H](CCCCC)O)c1cc(OC)c(cc1)O	NuBBE_1503
C(CC(=O)C[C@H](CCCCCCC)O)c1cc(OC)c(cc1)O	NuBBE_1504
C(CC(=O)C[C@H](CCCCCCCCC)O)c1cc(OC)c(cc1)O	NuBBE_1505
C([C@]1(SC)C(=O)N[C@@H](C(=O)N1)SC)c1ccc(cc1)OCC=C(C)C	NuBBE_1506
O[C@]12C[C@@]3(CO1)[C@H]1[C@H]([C@@H]4[C@@](CC1)(C)[C@H](C(=O)C4)CC)CC[C@H]3C[C@H]2O	NuBBE_1507
O(C(=O)C)[C@]12C[C@@]3(CO1)[C@H]1[C@H]([C@@H]4[C@@](CC1)(C)CC(=O)C4)CC[C@H]3C[C@@H]2OC(=O)C	NuBBE_1508
O[C@]12C[C@@]3(CO1)[C@H]1[C@H]([C@@H]4[C@@](CC1)(C)CC(=O)C4)CC[C@H]3C[C@@H]2O	NuBBE_1509
O=C(c1ccc2OC(C)(C=Cc2c1)C)OC	NuBBE_150
C([C@]1(SC)C(=O)N(C)[C@@H](C(=O)N1C)SC)c1ccc(cc1)OCC=C(C)C	NuBBE_1510
C[C@@]12[C@H]3[C@H]([C@@H]4[C@@](CC3)(C)[C@H](C(=O)C4)CC)CC[C@@H]1[C@@H](OC(=O)C)[C@H]([C@H](C2)OC(=O)C)OC(=O)C	NuBBE_1511
C[C@@]12[C@H]3[C@H]([C@@H]4[C@@](CC3)(C)[C@H](C(=O)C4)CC)CC[C@@H]1[C@@H](O)[C@H]([C@H](C2)O)O	NuBBE_1512
C(OC(=O)C)[C@@]12[C@H]3[C@H]([C@@H]4[C@@](CC3)(C)[C@H](C(=O)C4)CC)CC[C@@H]1C[C@H](C(=O)C2)OC(=O)C	NuBBE_1513
O(C(=O)C)[C@]12C[C@@]3(CO1)[C@H]1[C@H]([C@@H]4[C@@](CC1)(C)[C@H](C(=O)C4)CC)CC[C@H]3C[C@H]2OC(=O)C	NuBBE_1514
O=c1c2c([nH]c(c1OC)CCCCCCCCCCCCC[C@@](C(C)C)(C)O)cccc2	NuBBE_1515
C[C@@]12[C@H]3[C@H]([C@@H]4[C@@](CC3)(C)[C@H](C(=O)C4)CC)CC[C@@H]1[C@@H](O)[C@@H]([C@@H](C2)O)O	NuBBE_1516
O=c1c2c([nH]c(c1)CCCCCCCCC)cccc2	NuBBE_1517
Cn1c2c(c(=O)cc1CCCCCCCCC)cccc2	NuBBE_1518
C[C@]12[C@@](C)([C@@H](CC1)[C@H]1[C@@H](OC)O[C@H](C1)[C@@H](C(OC)(C)C)O)CC[C@H]1C2=CC[C@H]2[C@]1(C)CCC(=O)C2(C)C	NuBBE_1519
O=C(OC)c1cc(O)c2OC(C)(C)C=Cc2c1	NuBBE_151
C[C@]12[C@]34[C@](C3)([C@@H](CC4)[C@H]3[C@@H](OC)O[C@H](C3)[C@@H](C(C)(C)O)O)CC[C@@H]1[C@]1(C)[C@@H](C[C@H]2O)C(C)(C)[C@H](CC1)OC(=O)c1c(NC)cccc1	NuBBE_1520
C[C@]12[C@]34[C@](C3)([C@@H](CC4)[C@H]3[C@H](OC)O[C@H](C3)[C@@H](C(C)(C)O)O)CC[C@@H]1[C@]1(C)[C@@H](C[C@H]2O)C(C)(C)[C@H](CC1)OC(=O)c1c(NC)cccc1	NuBBE_1521
C[C@]12[C@]34[C@](C3)([C@@H](CC4)[C@@H]3C[C@@H](O[C@@H]3O)[C@@H](C(C)(C)O)O)CC[C@@H]1[C@]1(C)[C@@H](C[C@H]2O)C(C)(C)[C@H](CC1)OC(=O)c1c(NC)cccc1	NuBBE_1522
C[C@@]12C3=CC[C@@H]4[C@](C)(CCC(=O)C4(C)C)[C@H]3CC[C@@]1([C@H]([C@@H]1C[C@H]([C@H]3C(C)(C)O3)O[C@@H]1O)CC2)C	NuBBE_1523
C[C@]12C3=C(CC[C@]1([C@H]([C@@H](C(=O)O)CCC=C(C)C)CC2)C)[C@@]1([C@H](C(C)([C@H](O)CC1)C)CC3)C	NuBBE_1524
Cc1c2c(CC[C@@](O2)(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C)cc(c1)O	NuBBE_1525
C[C@H]1[C@H](c2cc(OC)c(OC)c(OC)c2)O[C@@H](c2cc(OC)c(OC)c(OC)c2)[C@@H]1C	NuBBE_1526
Oc1ccc(C(=O)CC2=CCCNC2=O)cc1	NuBBE_1527
C[C@@]12[C@@H](OC(=O)C1=C(C)CCC2)c1ccoc1	NuBBE_1528
C[C@@]12C(=C(C)C(=O)CC1)C(=O)O[C@H]2c1ccoc1	NuBBE_1529
CC1(C)Oc2c(CC=C(C)C)cc(C(=O)OC)cc2C=C1	NuBBE_152
