smiles	nubbe_id
CC1(CC[C@]2(CC[C@@]3([C@]4(C[C@H]([C@H]5C(C)([C@H]([C@@H](C[C@@]5([C@H]4CC=C3[C@@H]2C1)C)O)O)C)O)C)C)C(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)C	NuBBE_1173
CC1(CC[C@]2(CC[C@@]3([C@]4(C[C@H]([C@H]5[C@](CO)([C@H]([C@@H](C[C@@]5([C@H]4CC=C3[C@@H]2C1)C)O)O)C)O)C)C)C(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)C	NuBBE_1174
CC1(C)CC[C@@]2(C(=O)O)CC[C@]3(C)[C@]4(C)C[C@@H](O)[C@@H]5[C@](C)(CO)[C@@H](O)[C@H](O)C[C@]5(C)[C@@H]4CC=C3[C@@H]2C1	NuBBE_1175
C[C@]12C[C@@H](O)[C@@H]3[C@](C)(CO)[C@H](O)[C@H](O)C[C@]3(C)[C@@H]1CC=C1[C@]2(C)CC[C@@]2(C(=O)O)[C@H]1[C@H](C)[C@H](C)CC2	NuBBE_1176
C[C@]12CC[C@@H]3[C@](C)(CO)[C@H](O)[C@H](O)C[C@]3(C)[C@@H]1CC=C1[C@]2(C)CC[C@@]2(C(=O)O)[C@H]1[C@H](C)[C@H](C)CC2	NuBBE_1177
Oc1c(O)c(O)c2-c3c(O)c(O)c(O)cc3C(=O)O[C@@H]([C@@H]3[C@H]4OC(=O)c5c([C@@H]4O)c(O)c(O)c(O)c5-c4c(O)c(O)c(O)cc4C(=O)O3)[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)COC(=O)c2c1	NuBBE_1178
Oc1c(O)c2-c3c(O)c(O)c(O)cc3C(=O)O[C@@H]3[C@H]4[C@@H]5[C@H](c6c(c(-c7c(C(=O)O4)c(-c4c(C(=O)O[C@H]3COC(=O)c2cc1O)cc(c(c4O)O)O)c(O)c(O)c7O)c(O)c(O)c6O)C(=O)O5)O	NuBBE_1179
O=C(C1=CO[C@H]([C@H]2[C@@H]1CC=C2C(=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O	NuBBE_117
COc1c(OC)cc2oc(=O)ccc2c1	NuBBE_1180
C[C@]12[C@]3([C@@H](C[C@H]1C1=CC(=O)O[C@H]1O)O3)[C@@H]1[C@@H]([C@]3(C(=C(O)C1=O)C(C)(C(=O)C=C3)C)C)CC2	NuBBE_1181
O[C@@H]1[C@@H]([C@H]([C@@H](O[C@H]1Oc1c(c2c3c(c(=O)oc4c3c(c(=O)o2)cc(O)c4O)c1)O)C)OC(=O)C)O	NuBBE_1182
C[C@]12[C@]3([C@@H](C[C@H]1C1=C[C@@H](OC1=O)O)O3)[C@@H]1[C@@H]([C@]3(C(=C(O)C1=O)C(C)(C(=O)C=C3)C)C)CC2	NuBBE_1183
Oc1c(cc2c3c1oc(=O)c1c3c(oc2=O)c(c(c1)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)COC(=O)C)OC)OC	NuBBE_1184
Oc1c(cc2c3c1oc(=O)c1c3c(oc2=O)c(c(c1)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)OC(=O)C)O)COC(=O)C)OC)OC	NuBBE_1185
OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)COc1c(cc2Oc3c(Oc2c1OC)c(O)cc(C(=O)O)c3)OC	NuBBE_1186
O[C@@H]([C@H](C)O)[C@@H]([C@H](C=O)O)O	NuBBE_1187
O=c1c(c2ccc(OC)cc2)coc2c1cc(c(c2)O)OC	NuBBE_1188
O=c1c(c2cc(O)c(OC)cc2)coc2c1cc(c(c2)O)OC	NuBBE_1189
COc1cc(O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO[C@@H]2OC[C@](CO)([C@H]2O)O)cc(OC)c1OC	NuBBE_118
C(OC(=O)/C=C/c1cc(O)c(cc1)O)[C@@H]1[C@@H](O)[C@H](O)[C@H]([C@@H](O1)O)O	NuBBE_1190
O[C@@H](C(=C)C)COc1cc([C@@H]2[C@@H]3[C@H](CO2)[C@H](OC3)c2cc3c(OCO3)cc2)ccc1OC	NuBBE_1191
O=c1ccc2cc(c(OC)cc2o1)CC=C(C)C	NuBBE_1192
O=c1ccc2c(o1)cc1c(c2OC)C=CC(C)(C)O1	NuBBE_1193
C[C@@]1(O[C@H](C(C)(O)C)CC1)[C@H]1CC[C@@]2(C)[C@]3([C@H](CC[C@@H]12)[C@@]([C@@H](C[C@@H]3O)C(=C)C)(C)CCC(=O)O)C	NuBBE_1194
C[C@@]1(O[C@H](C(C)(O)C)CC1)[C@H]1C[C@H](O)[C@@]2(C)[C@]3([C@H](CC[C@@H]12)[C@@]([C@@H](C[C@@H]3O)C(=C)C)(C)CCC(=O)O)C	NuBBE_1195
C[C@@]1(O[C@@H](C(C)(O)C)C[C@@H]1O)[C@H]1CC[C@@]2(C)[C@]3([C@H](CC[C@@H]12)[C@@]([C@@H](C[C@@H]3O)C(=C)C)(C)CCC(=O)O)C	NuBBE_1196
C[C@@]1(O[C@@H](C(C)(O)C)CC1)[C@H]1CC[C@@]2(C)[C@]3([C@H](CC[C@@H]12)[C@@]([C@@H](CC3)C(=C)C)(C)CCC(=O)O)C	NuBBE_1197
O=C(O)c1c(OC)cc(OC)cc1OC	NuBBE_1198
C[C@@]1(O[C@H](C(C)(O)C)CC1)[C@H]1CC[C@@]2(C)[C@]3([C@H](CC[C@@H]12)[C@@]([C@@H](CC3)C(=C)C)(C)CCC(=O)O)C	NuBBE_1199
Oc1c2c(=O)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](OC(=O)c4cc(O)c(OC)c(O)c4)[C@H]3O)c(c3ccc(O)cc3)oc2cc(O)c1	NuBBE_119
O([C@H]1[C@H](O)[C@H](O)[C@H]([C@@H](O1)C)O)[C@@H]1[C@H](Oc2c(C1=O)c(O)cc(c2)O)c1cc(O)c(cc1)O	NuBBE_11
Oc1ccc(C(=O)O)cc1	NuBBE_1200
OCc1ccc(C=O)o1	NuBBE_1201
C=C(C)C(=O)O	NuBBE_1202
C[C@@]12[C@H](CC[C@]3(C)[C@@H]1CC=C1[C@@]3(C)CC[C@@]3(C(=O)O)[C@@H]1CC(CC3)(C)C)C([C@H](O)[C@H](O)C2)(C)C	NuBBE_1203
C[C@]12[C@@H](C(C)([C@@H]([C@@H](C1)O)O)C)CC[C@]1([C@H]2CC=C2[C@]1(CC[C@]1([C@@H]2[C@](C)([C@@H](CC1)C)O)C(=O)O)C)C	NuBBE_1204
Oc1cc2oc(c3cc(OC)c(cc3)O)cc(=O)c2c(O)c1	NuBBE_1205
Oc1cc2oc(c3ccc(cc3)OC)cc(=O)c2c(O)c1	NuBBE_1206
O[C@H]1[C@@H](C[C@]2([C@H]([C@@]1(C)CO)CC[C@@]1([C@@H]2CC=C2[C@]1(CC[C@@]1([C@H]2CC(C)(CC1)C)C(=O)O)C)C)C)O	NuBBE_1207
CC1(C)CCc2c(cc(O)c(C(=O)CCc3ccc4O[C@]5(C)CCCC(C)(C)[C@H]5Cc4c3)c2O)O1	NuBBE_1208
O[C@H]1CC[C@@]23C[C@]42CC[C@@]2([C@](CC[C@@H]2[C@H](C)CCC(=C)[C@@H](CO)C)(C)[C@@H]4CC[C@H]3C1(C)C)C	NuBBE_1209
Oc1ccc(cc1)c1c(O)c(=O)c2c(O)cc(O)cc2o1	NuBBE_120
O[C@H]1CC[C@@]23C[C@]42CC[C@@]2([C@](CC[C@@H]2[C@H](C)C/C=C/C(C)(O)C)(C)[C@@H]4CC[C@H]3C1(C)C)C	NuBBE_1210
O[C@@H]1CC2=CC[C@@H]3[C@@H]([C@]2(CC1)C)CC[C@@]1(C)[C@@H]3CC[C@H]1[C@H]([C@@H](O)CC(=C)C(C)C)C	NuBBE_1211
O[C@@H]1CC2=CC[C@@H]3[C@@H]([C@]2(CC1)C)CC[C@@]1(C)[C@@H]3CC[C@@H]1[C@@H](CCC(=C)C(C)C)C	NuBBE_1212
O[C@@H]1[C@H](O)C2=CC[C@@H]3[C@@H]([C@]2(CC1)C)CC[C@@]1(C)[C@@H]3CC[C@H]1[C@H]([C@@H](O)CC(=C)C(C)C)C	NuBBE_1213
O=c1ccc2c(o1)cc(c(c2)C[C@@H](O)C(=C)C)OC	NuBBE_1214
O=c1cc(oc2c1c(OC)c(OC)c(OC)c2)c1ccc(cc1)OC	NuBBE_1215
O=c1cc(oc2c1c(OC)c(OC)c(OC)c2OC)c1ccc(cc1)OC	NuBBE_1216
O=c1cc(oc2c1c(OC)c(OC)c(OC)c2)c1ccc(c(OC)c1)OC	NuBBE_1217
O=c1cc(oc2c1c(OC)c(OC)c(OC)c2OC)c1ccc(c(OC)c1)OC	NuBBE_1218
O=c1c(OC)c(c2ccc(OC)c(OC)c2)oc2c1c(c(c(c2OC)OC)OC)OC	NuBBE_1219
Oc1ccc(cc1)c1c(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)c(=O)c2c(O)cc(O)cc2o1	NuBBE_121
O=c1cc(oc2c1c(O)c(OC)c(OC)c2)c1ccc(c(OC)c1)OC	NuBBE_1220
O=c1cc(oc2c1cc(OC)c(OC)c2OC)c1ccc(c(OC)c1)OC	NuBBE_1221
O=c1cc(oc2c1c(O)cc(OC)c2OC)c1ccc(c(OC)c1)OC	NuBBE_1222
O=c1c(OC)c(oc2c1c(O)cc(O)c2)c1cc(O)c(cc1)O	NuBBE_1223
O=c1c(OC)c(oc2c1c(O)cc(O)c2)c1cc(OC)c(cc1)O	NuBBE_1224
O=c1c(OC)c(oc2c1c(O)cc(OC)c2)c1ccc(cc1)OC	NuBBE_1225
O=c1c(OC)c(c2ccc(OC)cc2)oc2c1c(c(c(c2)OC)OC)O	NuBBE_1226
C[C@]12[C@](C3=CC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC1)(CC[C@@H]2[C@]([C@H](O)CCC(C)(C)O)(O)C)O	NuBBE_1227
C[C@]12[C@](C3=CC(=O)[C@@]4(O)C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC1)(CC[C@@H]2[C@]([C@H](O)CCC(C)(C)O)(O)C)O	NuBBE_1228
C[C@]12C(=CC[C@@H]2[C@](O)(C)[C@H](O)CCC(C)(O)C)C2=CC(=O)[C@H]3C[C@@H](O)[C@@H](O)C[C@]3(C)[C@H]2CC1	NuBBE_1229
O=c1c2c(O)cc(O)cc2oc(c2ccc(O)c(O)c2)c1O	NuBBE_122
C[C@@]12[C@](CC[C@@H]1[C@](O)(C)[C@H]1CCC(C)(C)O1)(O)C1=CC(=O)[C@H]3C[C@@H](O)[C@@H](O)C[C@]3(C)[C@H]1CC2	NuBBE_1230
C[C@]12[C@@H]3C(=CC[C@H]1C(C)([C@@H](CC2)O)C)[C@]1([C@](C)([C@H]([C@@H](C)[C@H]2[C@H](O)[C@H](O)C(C)(C)O2)CC1)CC3)C	NuBBE_1231
CC1(CC[C@@]2(C(=O)O)CC[C@]3(C)[C@]4(CC[C@@H]5C(C)(C(=O)CC[C@@]5([C@@H]4C(=O)C=C3[C@@H]2C1)C)C)C)C	NuBBE_1232
C[C@]12C3=C([C@@]4(C)[C@@H](CC3)C(C)(C)[C@H](CC4)O)CC[C@@]1(C)[C@@H](CC2)[C@H](CCC=C(C)C)C	NuBBE_1234
Cn1c2c(c(OC)c(OC)c(OC)c2)c(=O)c2c1cccc2	NuBBE_1235
[nH]1c2c(c(O)c(OC)c(OC)c2)c(=O)c2c1cccc2	NuBBE_1236
O=c1c2c(cc(OC)c(OC)c2OC)n(C)c2c(OC)cccc12	NuBBE_1237
c1c2n(COC(=O)C)c3cc(OC)c(OC)c(O)c3c(=O)c2ccc1	NuBBE_1238
O=c1c(C(=O)OC)c2n(C(=O)C(=C2)OC)c2ccccc12	NuBBE_1239
O=c1c2c(O)cc(O)cc2oc(c2ccc(O)c(O)c2)c1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1	NuBBE_123
O=c1cc(c2ccccc2)n(C)c2cc(OC)ccc12	NuBBE_1240
O=c1oc2cc3c(C[C@@H](C(C)(O)C)O3)cc2cc1	NuBBE_1241
O=c1c2cc(O)c(O)c3oc(=O)c4c(c23)c(c(c(c4)O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)O)o1	NuBBE_1242
Oc1c(c(O)cc2c1c(=O)cc(o2)c1cc(O)c(cc1)O)[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O	NuBBE_1243
Oc1c(c2c(c(c1[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)c(=O)cc(o2)c1ccc(cc1)O)[C@H]1[C@H](O)[C@@H](O)[C@H](CO1)O	NuBBE_1244
Oc1c(c2c(c(c1[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)c(=O)cc(o2)c1cc(O)c(cc1)O)[C@H]1[C@H](O)[C@@H](O)[C@H](CO1)O	NuBBE_1245
O=c1c(OC)c(CCCCCCCCCCC(C)(O)C)[nH]c2ccccc12	NuBBE_1246
O=c1cc([nH]c2cc(O)ccc12)CCC(O)(C)C	NuBBE_1247
O=c1cc([nH]c2ccc(cc12)O)CCC(O)(C)C	NuBBE_1248
Oc1c(c2c(c(c1[C@@H]1[C@H](O)[C@@H](O)[C@H](CO1)O)O)c(=O)cc(o2)c1ccc(cc1)O)[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O	NuBBE_1249
Oc1ccc(c2oc3c(c(O)c(O[C@@H]4O[C@@H]([C@H]([C@H](O)[C@H]4O)O)CO[C@@H]4[C@@H]([C@@H]([C@@H](O)[C@H](C)O4)O)O)c(OC)c3)c(=O)c2)cc1	NuBBE_124
O=c1c2cc(O)c(c3oc(=O)c4c(c23)c(o1)c(O)c(O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1OC(=O)C)O)O)C)c4)O	NuBBE_1250
O=c1c2cc(O)c(c3oc(=O)c4c(c23)c(o1)c(O)c(O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)OC(=O)C)O)C)c4)O	NuBBE_1251
C[C@]12CC[C@H]3[C@](C[C@@H](O)[C@H](O)C3(C)C)(C)[C@H]1CC=C1[C@@]2(C)CC[C@@]2(C(=O)OOC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)O)O)O)O)[C@H]1CC(C)(C)CC2	NuBBE_1252
O=Cc1c(cc(cc1OC)OC)OC	NuBBE_1253
O=C/C=C/c1c(OC)cc(OC)cc1OC	NuBBE_1254
C1[C@H]2[C@H]([C@H]3[C@@H]([C@@H](O2)O)OC(=O)c2cc(c(c(c2-c2c(c(c(cc2C(=O)O3)O)O)O)O)O)O)OC(=O)c2cc(c(c(c2-c2c(c(c(cc2C(=O)O1)O)O)O)O)O)O	NuBBE_1255
[C@@H]1(CC[C@@]2(C)[C@@H]1CC[C@H]1[C@@](C)(CCC(=O)O)[C@@H](CC[C@]21C)C(=C)C)[C@]1(C)CC[C@H](O1)C(C)(C)O	NuBBE_1256
[C@H]1([C@@]2(CCC(=O)O2)C)CC[C@]2([C@@H]1CC[C@H]1[C@@](CCC(=O)O)([C@H](C(=C)C)CC[C@]21C)C)C	NuBBE_1257
O=c1c2c(cccc2)nc2-c3c(c4ccc(O)cc4[nH]3)CCn12	NuBBE_1258
O=C1C(=C2O[C@H](C)[C@@H](C)C(=O)C2=C(OC)[C@@]1(C[C@H]1C([C@H](C(=C)C)C1)(C)C)CC=C(C)C)[C@@H](CCC)CC(=O)OC	NuBBE_1259
Oc1ccc(c2oc3c(c(O)c(O[C@@H]4O[C@@H]([C@H]([C@H](O)[C@H]4O)O)CO[C@@H]4[C@@H]([C@@H]([C@@H](O)[C@H](C)O4)O)O)c(OC)c3)c(=O)c2)cc1O	NuBBE_125
O=C1C(=C2O[C@H](C)[C@@H](C)C(=O)C2=C(OC)[C@@]1(CC=C(C)C)C[C@@H](CC=C(C)C)C(=C)C)[C@@H](CCC)CC(=O)OC	NuBBE_1260
O=C1C(=C2O[C@H](C)[C@@H](C)C(=O)C2=C(OC)[C@@]1(CC=C(C)C)C[C@@H](CCC(=C)C)C(=C)C)[C@@H](CCC)CC(=O)OC	NuBBE_1261
O=c1cc(c2ccc(O)cc2)oc2c1c(cc1c2C=CC(C)(C)O1)O	NuBBE_1263
CC1(C)C=Cc2c(O)c3C(=O)C[C@@H](c4ccc(O)cc4)Oc3c(CC=C(C)C)c2O1	NuBBE_1264
CC1(Oc2c(C=C1)c1c(c(c2CC=C(C)C)O)C(=O)C[C@H](O1)c1ccc(O)cc1)C	NuBBE_1265
O=c1ccc2c(o1)cc(c(c2)C(=O)O)OC	NuBBE_1266
O=c1ccc2c(o1)cc(c(c2)/C=C/C(O)(C)C)OC	NuBBE_1267
O=c1ccc2c(o1)cc(c(c2)/C=C\C(O)(C)C)OC	NuBBE_1268
O=c1c(C(C)(C)C=C)cc2c(O)c3C=CC(C)(C)Oc3c(C(C=C)(C)C)c2o1	NuBBE_1269
Oc1ccc(c2oc3c(c(O)c(O)c(OC)c3)c(=O)c2)cc1	NuBBE_126
O=c1ccc2c(O)c3C=CC(C)(C)Oc3c(C(C=C)(C)C)c2o1	NuBBE_1270
CC1(C)[C@H]2C[C@H]([C@]3([C@@H]([C@]42[C@H](O1)CC(=O)OC4)CC[C@]1([C@@]23O[C@H]2C(=O)O[C@H]1c1cocc1)C)C)OC(=O)C	NuBBE_1271
O=c1ccc2c(o1)cc(c(c2)O)OC	NuBBE_1272
O=c1ccc2cc(c(O)cc2o1)CC=C(C)C	NuBBE_1273
O=c1ccc2c(o1)c1c(cc2)OC([C@@H]([C@H]1O)O)(C)C	NuBBE_1274
O=c1ccc2c(o1)cc1c(c2)[C@@H](O)[C@H](O)C(C)(C)O1	NuBBE_1275
O=c1ccc2c(o1)c1c(cc2)OC([C@@H]([C@H]1O)OC(=O)CC(C)C)(C)C	NuBBE_1276
O=c1ccc2c(o1)cc1c(c2)[C@H](O)[C@@H](C(O)(C)C)O1	NuBBE_1277
CC1=CCC[C@@]2(C)[C@H]1C[C@H](C(C)(O)C)CC2	NuBBE_1278
Oc1c2c(OC(C)(C=C2)C)c(c2c1C(=O)[C@@H]([C@H](O2)c1c(cccc1)O)OC)CC=C(C)C	NuBBE_1279
Oc1ccc(c2oc3c(c(O)c(O[C@@H]4O[C@@H]([C@H]([C@H](O)[C@H]4O)O)CO)c(OC)c3)c(=O)c2)cc1	NuBBE_127
O(C)c1c2c(c(c3c1occ3)OC)ccc(=O)o2	NuBBE_1280
O=c1oc2cc3c(c(OC(=O)CC(C)C)c2cc1)cco3	NuBBE_1281
O=c1oc2cc3c(c(OC[C@H](C(O)(C)C)O)c2cc1)cco3	NuBBE_1282
Oc1cc(O)c2c(=O)c(O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O)[C@H](C)O3)c(oc2c1)c1ccc(c(O)c1)O	NuBBE_1283
Oc1cc(O)c2c(=O)c(O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O)[C@H](C)O3)c(oc2c1)c1cc(O)c(c(O)c1)O	NuBBE_1284
O=c1oc2c(OC)c3c(C[C@@H](C(C)(O)C)O3)cc2cc1	NuBBE_1285
CC1(Oc2c(C=C1)c(=O)n(c1c2cccc1)C)C	NuBBE_1286
C[C@]1([C@]23[C@@](O2)(C)[C@H]2C[C@@H]3O[C@@H]3[C@@]2(O)C=CO3)[C@@H]2[C@]3([C@H]4[C@@H]([C@H]1O)OC[C@@]4(C(=O)OC)[C@@H](C[C@@H]3OC(=O)/C(=C/C)/C)OC(=O)C)CO[C@@]2(C(=O)OC)O	NuBBE_1287
C[C@@]1([C@@H]2[C@@]3(CO[C@]2(O)C(=O)OC)[C@H]2[C@H](OC[C@@]2([C@H](OC(=O)/C(=C/C)/C)C[C@@H]3O)C(=O)OC)[C@H]1O)[C@@]12[C@@](C)([C@H]3C[C@@H]1O[C@H]1[C@]3(C=CO1)O)O2	NuBBE_1288
C[C@@]12[C@H](CC(=O)OC)[C@@]3(C)[C@H]4[C@@H]([C@@H]1O[C@H]1C2=C(C)[C@@H](C1)c1ccoc1)OC[C@]4(C)[C@@H](C[C@@H]3OC(=O)/C(=C/C)/C)OC(=O)C	NuBBE_1289
Oc1ccc(cc1O)c1oc2c(c(=O)c1)c(c(c(c2)OC)O)O	NuBBE_128
C[C@]12[C@H]([C@@H]3[C@@H]4[C@]([C@H]1CC(=O)OC)(C)C(=O)C=C[C@]4(CO3)C)O[C@@H]1C2=C(C)[C@@H](C1)c1ccoc1	NuBBE_1290
C[C@]1([C@H]2[C@](C)([C@@H](CC(=O)OC)[C@@]3(C4=C(C)[C@H](c5cocc5)C[C@H]4O[C@@H]3[C@@H]2OC(=O)C)C)C(=O)C=C1)O	NuBBE_1291
C[C@]12[C@@H]3[C@](C)([C@@H](CC(=O)OC)[C@]4(C5=C(C)[C@H](c6cocc6)C[C@H]5O[C@H]4[C@H]3OC1=O)C)C(=O)C=C2	NuBBE_1292
C[C@]12[C@H]([C@@H](O)[C@@H]3[C@](C4=C(C)[C@H](c5cocc5)C[C@H]4O3)(C)[C@@H]1CC(=O)OC)C(=CCC2=O)C	NuBBE_1293
O=C(O[C@@H]1[C@@]2([C@@H]3[C@@](C)([C@H](C1)OC(=O)C)CO[C@@H]3[C@H]([C@@]1([C@@H]2CC[C@]2(C1=CC[C@H]2c1cocc1)C)C)OC(=O)/C=C/c1ccccc1)C)C	NuBBE_1294
C=C(C(C)C)CC[C@H]([C@@H]1CC[C@]2(C)[C@H]3CC[C@H]4[C@]5([C@]3(CC[C@]12C)C5)CC[C@H](C4(C)C)OC(=O)CCCCCCCCCCCCCCC)C	NuBBE_1295
Cc1c2c(CC[C@](O2)(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C)c(c(c1C)O)C	NuBBE_1296
OC(=O)[C@H]1N(CCC1)C	NuBBE_1297
OC(=O)[C@H]1N(C)C[C@H](O)C1	NuBBE_1298
O=c1c2c(O[C@H](C(=C)C)C2)c2ccccc2n1C	NuBBE_1299
Oc1ccc(c2oc3c(c(O)c(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)c(OC)c3)c(=O)c2)cc1O	NuBBE_129
c1c2OCOc2cc([C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)c2cc3c(cc2)OCO3)c1	NuBBE_12
O=C(/C=C/c1cc(OC)c(c(OC)c1)OC)c1c(cc(cc1OC)OC)O	NuBBE_1300
O=C(c1c2OC(C)(C)C=Cc2c(OC)cc1O)/C=C/c1cc(OC)c(OC)c(OC)c1	NuBBE_1301
O=C(/C=C/c1ccc(cc1)OC)c1c(cc(c2c1OC(C)(C)C=C2)OC)O	NuBBE_1302
O=C(/C=C/c1ccc(c(OC)c1)OC)c1c2OC(C)(C=Cc2c(cc1O)OC)C	NuBBE_1303
O=C(c1ccc2OCOc2c1)[C@@H](C)[C@@H](C)Cc1ccc(O)c(OC)c1	NuBBE_1304
O=c1cc(c2cc3OCOc3cc2)oc2c1c(cc(c2)OC)OC	NuBBE_1305
O=c1cc(oc2c1c1OC(C)(C=Cc1c(OC)c2OC)C)c1cc(OC)c(cc1)OC	NuBBE_1306
O=c1cc(c2cc(OC)c(OC)c(OC)c2)oc2c1c(c(c(c2)OC)OC)OC	NuBBE_1307
O=c1c(OC)c(c2cc(OC)c(OC)c(OC)c2)oc2c1c(cc(c2OC)OC)OC	NuBBE_1308
O=c1cc(c2cc(OC)c(OC)c(OC)c2)oc2c1c(cc(c2OC)OC)OC	NuBBE_1309
CC1(CC[C@]2(CC[C@@]3([C@]4(CC[C@H]5C(C)([C@H](CC[C@@]5([C@H]4CC=C3[C@@H]2C1)C)O[C@@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)COC)C)C)C)C(=O)O[C@@H]1O[C@@H]([C@H]([C@H](O)[C@H]1O)O)CO)C	NuBBE_130
Oc1cc(OC)c(OC)c2c1c(=O)c(OC)c(c1cc(OC)c(OC)c(OC)c1)o2	NuBBE_1310
O=c1c(OC)c(c2cc(OC)c(OC)c(OC)c2)oc2c1c(cc(c2O)OC)OC	NuBBE_1311
O=c1c(OC)c(oc2c1c(OC)c(OC)c(OC)c2)c1cc(OC)c(c(OC)c1)OC	NuBBE_1312
O=c1cc(c2ccccc2)oc2c1ccc1c2cco1	NuBBE_1313
O=c1c(OC)c(c2ccccc2)oc2c1ccc1c2cco1	NuBBE_1314
O=C(/C=C(/c1ccccc1)\OC)c1c(c2c(cc1)occ2)OC	NuBBE_1315
O=c1c(OC)c(c2ccc(OC)cc2)oc2c1ccc1c2cco1	NuBBE_1316
O=C1C[C@H](Oc2c1ccc1c2C=CC(C)(O1)C)c1ccccc1	NuBBE_1317
O=c1cc(c2ccc(OC)cc2)oc2c1ccc1c2cco1	NuBBE_1318
Oc1cc2c(cc1)[C@@H]1[C@H](CO2)c2c(O1)cc(cc2)OC	NuBBE_1319
CC1(CC[C@]2(CC[C@@]3([C@]4(CC[C@H]5C(C)([C@H](CC[C@@]5([C@H]4CC=C3[C@@H]2C1)C)O[C@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O[C@@H]1O[C@@H]([C@H]([C@H](O)[C@H]1O)O)CO)O)CO)C)C)C)C(=O)O)C	NuBBE_131
O=c1cc(c2ccccc2)oc2c1ccc1c2C=CC(C)(C)O1	NuBBE_1320
O=c1cc(c2cc3c(OCO3)cc2)oc2c1ccc1c2C=CC(C)(C)O1	NuBBE_1321
O=C1C[C@H](Oc2c1cc(c1c2C=CC(C)(O1)C)OC)c1ccccc1	NuBBE_1322
O=C(CCc1ccc2OCOc2c1)c1c(c2c(cc1)occ2)OC	NuBBE_1323
O=C(c1c(OC)c2C=CC(C)(C)Oc2cc1)CC(=O)c1cc2c(OCO2)cc1	NuBBE_1324
O=C(c1c(OC)c2C=CC(C)(C)Oc2cc1)CC(=O)c1ccccc1	NuBBE_1325
CC(=C)[C@@H]1Oc2c(C1)c1c(cc2)C(=O)[C@@]2([C@H](O1)COc1c2cc(OC)c(OC)c1)O	NuBBE_1326
O=C1C[C@H](Oc2c1ccc1c2C=CC(C)(O1)C)c1ccc(c(OC)c1)OC	NuBBE_1327
O=C1C[C@H](Oc2c1c(O)c(c(OC)c2)CC=C(C)C)c1ccc(cc1)O	NuBBE_1328
O=c1oc2c(c(c1c1ccc(OC)cc1)O)c(c1c(c2)OC(C)(C)C=C1)OC	NuBBE_1329
CC1(C)CC[C@]2(CC[C@]3(C(=CC[C@H]4[C@@]5(CC[C@H](O)C(C)([C@H]5CC[C@]34C)C)C)[C@@H]2C1)C)C(=O)O	NuBBE_132
O=c1oc2c(c(c1c1ccc(O)cc1)O)c(c(c1c2C=CC(C)(C)O1)CC=C(C)C)OC	NuBBE_1330
C=C[C@]1([C@H](C(=C)C)C[C@@H](CC1)C(O)(C)C)C	NuBBE_1331
O=C1[C@H]([C@H](Oc2c1c(O)c1c(OC(C)(C=C1)C)c2CC=C(C)C)c1ccccc1)OC(=O)C	NuBBE_1332
O=c1cc(c2cc(OC)c(OC)c(OC)c2)oc2c1c(cc(c2)OC)OC	NuBBE_1333
CC1(C)OC(=O)[C@]2(/C=C/C(=O)OC)[C@H]1CC(=O)[C@]1(C)[C@H]2[C@H](O)C[C@]2(C)[C@]31O[C@@H]3C(=O)O[C@H]2c1cocc1	NuBBE_1334
